序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
823,002207,准油股份,9.28,2.88,0.26,869089.0,795113507.22,15.52,9.92,8.52,8.7,9.02,1.81,33.32,-57.23,68.65,2431873908.0,2420334432.0,0.0,-0.22,8.16,25.41
824,688433,华曙高科,76.8,2.88,2.15,66911.0,520113009.0,8.21,80.78,74.65,75.98,74.65,0.89,3.31,1638.69,16.08,31808163840.0,15521611776.0,-0.03,-0.38,47.32,16.06
825,002230,科大讯飞,62.64,2.87,1.75,2092433.0,13132728031.07,5.32,64.5,61.26,61.26,60.89,1.44,9.56,-1628.94,8.13,144814126962.0,137134645870.0,0.02,-0.03,21.99,24.56
826,920808,曙光数创,80.55,2.87,2.25,53985.0,432919772.74,6.91,82.79,77.38,78.93,78.3,1.18,2.77,-173.06,24.77,16110000081.0,15672789018.0,0.06,0.25,-3.83,13.43
827,920693,阿为特,43.05,2.87,1.2,21249.0,90446804.81,4.23,43.27,41.5,41.5,41.85,1.04,5.8,279.05,8.87,3129735000.0,1576060500.0,0.19,0.51,0.58,9.46
828,600853,龙建股份,4.68,2.86,0.13,774969.0,361525118.0,7.03,4.85,4.53,4.57,4.55,1.86,7.64,11.73,1.17,4745668571.0,4744097495.0,0.0,0.0,13.32,8.08
829,300542,新晨科技,20.88,2.86,0.58,230975.0,481612544.39,5.22,21.3,20.24,20.24,20.3,1.25,9.33,-206.15,11.52,6233930691.0,5171216052.0,0.0,-0.1,11.36,1.9
830,600331,宏达股份,12.96,2.86,0.36,776009.0,994372911.0,4.21,13.07,12.54,12.6,12.6,1.06,3.82,-549.86,10.76,34235136000.0,26334720000.0,0.08,0.47,28.83,1.33
831,600382,广东明珠,7.92,2.86,0.22,295839.0,231256975.0,3.51,7.97,7.7,7.71,7.7,1.45,4.26,17.65,2.03,5499712065.0,5499712065.0,0.0,0.0,5.32,11.08
832,300182,捷成股份,6.83,2.86,0.19,4005812.0,2758243887.01,7.53,7.11,6.61,6.61,6.64,1.83,17.73,64.27,2.16,18193929067.0,15428301049.0,0.0,0.29,15.18,23.73
833,688013,天臣医疗,49.1,2.85,1.36,31763.0,155649090.0,4.99,49.98,47.6,47.74,47.74,1.71,3.91,41.54,6.65,3984739960.0,3984739960.0,0.02,0.2,-11.67,2.12
834,603079,圣达生物,20.6,2.85,0.57,101428.0,207335641.0,4.99,20.78,19.78,19.88,20.03,1.75,5.37,54.75,2.47,3894010254.0,3894010254.0,-0.39,-0.15,18.94,16.25
835,920198,微创光电,11.59,2.84,0.32,94094.0,108434271.75,5.5,11.78,11.16,11.16,11.27,0.77,13.35,-33.16,4.67,1870207276.0,816700975.0,-0.09,0.35,14.75,15.67
836,601061,中信金属,15.58,2.84,0.43,395493.0,618493627.0,5.68,16.06,15.2,15.32,15.15,1.48,7.89,24.62,3.23,76342000000.0,7807976936.0,0.0,0.06,52.45,8.19
837,000778,新兴铸管,4.36,2.83,0.12,1377852.0,593234166.36,4.01,4.39,4.22,4.23,4.24,2.03,3.54,18.53,0.66,17279474763.0,16976119963.0,0.0,0.0,11.22,4.31
838,603466,风语筑,10.91,2.83,0.3,547255.0,598752798.0,7.26,11.27,10.5,10.5,10.61,1.61,9.2,92.35,3.08,6489115467.0,6489115467.0,0.09,-0.27,19.37,16.56
839,000988,华工科技,82.29,2.82,2.26,828598.0,6787226043.06,5.87,84.5,79.8,80.07,80.03,1.15,8.24,46.97,7.59,82742817759.0,82700269715.0,0.01,0.01,3.2,3.73
840,603883,老百姓,16.03,2.82,0.44,299214.0,474738687.0,3.78,16.07,15.48,15.59,15.59,2.3,3.94,17.26,1.79,12165010483.0,12165010483.0,0.06,0.06,-2.79,8.31
841,002865,钧达股份,82.35,2.82,2.26,486683.0,4036610837.3,11.71,87.6,78.22,82.0,80.09,0.94,21.64,-43.14,5.17,24094296682.0,18517697971.0,0.06,0.38,102.33,50.8
842,603127,昭衍新药,43.01,2.82,1.18,333352.0,1457707586.0,11.59,45.95,41.1,41.1,41.83,1.16,5.29,299.51,3.97,32229466942.0,27111483132.0,0.02,-0.02,29.55,22.85
843,300157,新锦动力,5.11,2.82,0.14,887952.0,451622916.18,6.24,5.24,4.93,4.97,4.97,1.84,12.54,36.76,-19.35,3852621683.0,3616983870.0,0.2,0.39,10.37,12.56
844,600482,中国动力,24.92,2.81,0.68,746588.0,1863459237.0,6.81,25.75,24.1,24.15,24.24,1.57,3.31,34.88,1.41,56159732808.0,56159732808.0,0.12,0.08,15.58,20.39
845,300466,赛摩智能,10.6,2.81,0.29,281527.0,300899751.2,8.54,11.25,10.37,10.49,10.31,2.61,6.27,-451.1,7.88,5676617025.0,4758044917.0,0.09,0.09,14.84,5.47
846,603070,万控智造,13.88,2.81,0.38,82476.0,114565249.0,5.48,14.3,13.56,13.71,13.5,2.66,2.09,69.41,2.58,5565880000.0,5488386683.0,0.0,0.22,4.36,7.1
847,002843,泰嘉股份,21.98,2.81,0.6,223594.0,485788965.32,6.59,22.57,21.16,21.38,21.38,1.0,8.92,71.68,3.91,5533191613.0,5512420513.0,-0.05,-0.05,10.18,9.68
848,300380,安硕信息,46.42,2.81,1.27,128063.0,599111226.62,7.22,48.35,45.09,45.15,45.15,1.63,10.05,367.13,16.61,6426340701.0,5912308506.0,0.0,0.04,1.07,12.21
849,300031,宝通科技,25.64,2.81,0.7,495358.0,1276394588.02,5.89,26.48,25.01,25.35,24.94,2.05,14.08,38.57,2.64,10736665260.0,9022764511.0,0.04,0.27,14.62,12.8
850,688082,盛美上海,194.6,2.8,5.3,58464.0,1144055642.0,6.75,201.78,189.0,189.77,189.3,1.09,1.34,55.35,7.03,93440067939.0,84919511026.0,0.22,0.47,10.75,10.54
851,003019,宸展光电,35.27,2.8,0.96,89606.0,311608538.59,4.4,35.46,33.95,34.39,34.31,1.35,5.24,29.91,3.74,6234532235.0,6026183527.0,0.0,-0.08,5.54,5.35
852,002008,大族激光,42.94,2.8,1.17,400877.0,1729276685.79,3.42,43.95,42.52,42.78,41.77,0.88,4.19,38.41,2.61,44211170340.0,41081729462.0,-0.07,0.14,21.54,4.25
853,300008,天海防务,8.85,2.79,0.24,2636587.0,2360060805.16,9.52,9.41,8.59,8.59,8.61,0.99,16.01,49.53,6.54,15293057827.0,14578517128.0,0.0,-0.23,39.37,12.17
854,688383,新益昌,77.45,2.79,2.1,26699.0,207676589.0,6.48,79.57,74.69,75.6,75.35,1.36,2.61,759.14,5.78,7910247320.0,7910247320.0,0.01,0.28,29.08,-1.05
855,300700,岱勒新材,12.89,2.79,0.35,183941.0,236426394.87,4.23,13.09,12.56,12.56,12.54,1.65,6.8,-39.84,5.88,5117701528.0,3488167399.0,0.23,0.23,9.98,4.37
856,000977,浪潮信息,69.55,2.79,1.89,934890.0,6513654946.88,5.1,71.6,68.15,68.23,67.66,1.36,6.37,51.68,4.85,102132551355.0,102018151968.0,0.01,0.13,7.41,4.43
857,920066,科拜尔,26.99,2.78,0.73,11046.0,29517983.64,4.72,27.23,25.99,26.17,26.26,1.45,5.56,58.92,4.29,1696411269.0,536381069.0,0.22,0.0,-4.22,9.32
858,002401,中远海科,17.45,2.77,0.47,162246.0,281267327.8,3.18,17.52,16.98,16.98,16.98,1.56,4.37,366.54,3.97,6485614278.0,6480300753.0,0.06,0.11,2.71,9.54
859,603108,润达医疗,19.68,2.77,0.53,1069554.0,2123309399.0,8.88,20.4,18.7,18.7,19.15,1.43,17.72,-54.77,2.88,11880397820.0,11880397820.0,0.0,-0.2,32.7,31.64
860,920553,凯腾精工,11.12,2.77,0.3,46521.0,51275263.27,4.07,11.24,10.8,11.05,10.82,1.48,5.06,57.73,4.52,1597837915.0,1021541224.0,0.09,0.27,4.41,11.98
861,300378,鼎捷数智,64.77,2.76,1.74,567929.0,3798572236.93,13.87,71.78,63.04,63.57,63.03,1.31,21.07,258.2,7.72,17588412029.0,17458078597.0,0.02,-0.02,34.24,43.11
862,301236,软通动力,53.93,2.76,1.45,574722.0,3103458703.15,4.57,55.2,52.8,53.19,52.48,1.62,7.34,389.78,4.96,51392117676.0,42234611523.0,0.02,0.09,5.83,13.7
863,300806,斯迪克,34.99,2.76,0.94,253499.0,897091126.06,9.52,36.88,33.64,33.89,34.05,1.06,8.02,262.77,6.99,15860984600.0,11064193918.0,0.0,0.09,40.86,13.83
864,600576,祥源文旅,6.7,2.76,0.18,350390.0,233422626.0,3.53,6.75,6.52,6.54,6.52,1.28,5.31,33.92,2.38,7065474548.0,4424613556.0,0.15,0.15,-5.5,7.37
865,920526,凯华材料,25.75,2.75,0.69,16906.0,43157727.05,3.47,25.87,25.0,25.01,25.06,0.83,3.23,158.31,9.48,2129525000.0,1348462765.0,0.23,0.35,1.5,9.48
866,920895,花溪科技,22.51,2.74,0.6,18546.0,41270311.71,6.25,23.0,21.63,21.92,21.91,2.03,6.45,13723.07,6.41,1272355240.0,646867619.0,0.27,0.63,-3.39,10.02
867,002721,金一文化,3.38,2.74,0.09,1066559.0,359850983.24,5.47,3.44,3.26,3.26,3.29,1.64,4.01,-178.26,4.38,8988699719.0,8988699719.0,-0.29,0.0,-0.88,7.3
868,300438,鹏辉能源,52.09,2.74,1.39,355908.0,1874902900.05,8.72,54.8,50.38,50.66,50.7,1.28,8.81,171.67,5.03,26219155622.0,21052915157.0,0.0,0.27,52.85,-2.12
869,688543,国科军工,75.47,2.74,2.01,211668.0,1598102063.0,7.69,78.85,73.2,73.72,73.46,0.94,18.25,82.69,6.86,15761307853.0,8751654253.0,0.0,0.4,59.35,21.59
870,688133,泰坦科技,28.58,2.73,0.76,175144.0,515069423.0,10.5,30.74,27.82,28.0,27.82,1.73,10.65,315.61,1.68,4699608803.0,4699608803.0,0.04,-0.14,20.49,29.09
871,300518,新迅达,19.93,2.73,0.53,154968.0,306420079.4,6.7,20.4,19.1,19.4,19.4,0.91,7.77,-107.54,5.29,3974272710.0,3973916959.0,0.0,0.1,57.67,13.89
872,300988,津荣天宇,24.81,2.73,0.66,109095.0,271305014.03,5.96,25.55,24.11,24.11,24.15,1.99,10.23,29.71,2.73,3480777427.0,2646478904.0,0.0,0.04,9.39,9.05
873,603567,珍宝岛,9.78,2.73,0.26,231064.0,223397356.0,5.46,9.95,9.43,9.5,9.52,2.57,2.46,-18.5,1.26,9202945917.0,9188706325.0,0.51,1.03,-16.48,9.52
874,688023,安恒信息,61.22,2.72,1.62,86398.0,531774950.0,5.0,62.99,60.01,60.33,59.6,1.45,8.46,-22.73,2.75,6248452665.0,6248452665.0,0.18,-0.29,18.35,19.08
875,300687,赛意信息,28.7,2.72,0.76,500360.0,1469076275.12,7.73,30.44,28.28,29.01,27.94,1.43,15.2,318.35,4.24,11721413207.0,9444780799.0,-0.17,0.14,12.2,24.95
876,688201,信安世纪,15.53,2.71,0.41,180044.0,280501504.0,5.49,15.95,15.12,15.13,15.12,1.51,5.95,252.39,3.79,4925398762.0,4698302594.0,0.0,0.06,13.19,6.15
877,300295,三六五网,14.03,2.71,0.37,150636.0,211936168.72,4.39,14.35,13.75,13.8,13.66,1.38,8.99,-300.77,2.36,2660280407.0,2350388209.0,0.07,0.07,12.6,11.97
878,920145,恒合股份,20.08,2.71,0.53,25775.0,51171012.95,3.32,20.2,19.55,19.6,19.55,0.87,5.3,-168.54,5.44,1416644000.0,975747440.0,-0.05,0.2,-24.14,-20.63
879,300983,尤安设计,27.74,2.7,0.73,21612.0,59332468.27,4.96,27.95,26.61,27.16,27.01,1.24,1.83,-201.49,1.69,4793472000.0,3281155579.0,0.0,0.04,16.12,3.51
880,301617,博苑股份,86.3,2.7,2.27,24622.0,214498004.96,8.46,90.99,83.88,83.88,84.03,1.19,4.64,65.3,6.83,11533132000.0,4577352000.0,0.0,-0.05,-17.22,10.97
881,603887,城地香江,15.2,2.7,0.4,289092.0,439488519.0,4.26,15.5,14.87,14.87,14.8,1.07,4.86,2405.57,2.56,9150847199.0,9048247199.0,0.0,0.13,-1.3,12.43
882,301313,凡拓数创,31.3,2.69,0.82,81400.0,254333107.17,4.89,32.0,30.51,30.51,30.48,1.24,10.78,-25.19,4.5,3238091420.0,2362767389.0,0.1,0.45,29.13,18.07
883,688609,九联科技,10.31,2.69,0.27,272670.0,280218083.0,3.78,10.45,10.07,10.09,10.04,1.27,5.45,-32.26,5.8,5155000000.0,5155000000.0,0.0,0.0,9.33,0.98
884,002833,弘亚数控,17.2,2.69,0.45,135623.0,232821685.36,4.3,17.38,16.66,16.75,16.75,2.76,4.7,16.13,2.54,7296793238.0,4963107197.0,0.06,0.0,8.59,5.07
885,000428,华天酒店,3.45,2.68,0.09,293258.0,99761013.84,2.98,3.45,3.35,3.37,3.36,1.33,2.88,-16.88,2.52,3515294700.0,3515294700.0,0.0,0.58,7.81,4.55
886,002536,飞龙股份,28.72,2.68,0.75,505878.0,1442059247.11,5.04,29.23,27.82,28.28,27.97,1.05,9.29,43.18,4.78,16507850703.0,15635661984.0,-0.17,-0.07,26.46,-3.3
887,603636,南威软件,13.39,2.68,0.35,460293.0,614685889.0,5.44,13.68,12.97,12.99,13.04,1.47,7.93,-57.94,3.46,7771027403.0,7771027403.0,0.15,0.37,13.57,13.09
888,300192,科德教育,25.67,2.68,0.67,632166.0,1580188942.7,7.48,25.85,23.98,24.53,25.0,1.48,19.47,68.54,8.61,8449109255.0,8333449862.0,0.04,-0.47,48.3,21.49
889,920263,中航泰达,14.16,2.68,0.37,33277.0,46704409.78,3.48,14.2,13.72,13.72,13.79,0.8,3.24,76.92,3.45,1999999407.0,1452727316.0,0.0,0.35,0.43,13.55
890,688287,*ST观典,6.52,2.68,0.17,58184.0,37572110.0,3.94,6.58,6.33,6.37,6.35,0.94,1.57,-25.14,3.15,2415761712.0,2415761712.0,-0.31,0.15,39.02,6.19
891,301314,科瑞思,46.31,2.68,1.21,17537.0,79576470.55,4.55,46.31,44.26,45.21,45.1,1.57,10.79,184.01,2.44,2558627500.0,752537500.0,0.06,0.61,11.78,10.21
892,603300,海南华铁,8.05,2.68,0.21,1791202.0,1445068235.0,5.36,8.24,7.82,7.84,7.84,1.27,8.97,22.75,2.46,16074871845.0,16074871845.0,0.0,0.12,13.22,2.55
893,000949,新乡化纤,6.16,2.67,0.16,723462.0,447538874.22,6.83,6.39,5.98,5.98,6.0,0.86,4.26,58.97,1.58,10474032320.0,10471105340.0,0.0,0.16,44.26,12.0
894,603759,海天股份,11.14,2.67,0.29,199629.0,221221659.0,3.13,11.22,10.88,10.91,10.85,2.06,4.32,37.12,1.81,5144006400.0,5144006400.0,0.09,0.36,30.29,5.69
895,300500,启迪设计,12.73,2.66,0.33,83287.0,104887471.2,4.52,12.85,12.29,12.49,12.4,1.0,4.97,38.1,1.99,2214700082.0,2133521967.0,0.47,0.55,-5.84,-8.09
896,688535,华海诚科,113.13,2.66,2.93,51600.0,587741368.0,4.86,116.88,111.52,112.65,110.2,0.83,9.84,406.3,5.1,10862100361.0,5934296145.0,0.12,0.17,11.52,0.94
897,300358,楚天科技,11.61,2.65,0.3,676821.0,790501661.39,6.72,11.97,11.21,11.26,11.31,1.49,9.65,73.72,1.55,8302224854.0,8142097319.0,0.09,0.0,27.3,18.59
898,688105,诺唯赞,22.89,2.65,0.59,69793.0,161830049.0,8.7,23.95,22.01,22.21,22.3,2.01,1.75,1032.19,2.37,9104143712.0,9104143712.0,0.09,0.04,4.23,14.34
899,300615,欣天科技,14.35,2.65,0.37,63356.0,90048767.0,3.43,14.46,13.98,13.98,13.98,1.12,5.06,143.7,5.21,2772839020.0,1797372299.0,0.0,0.0,6.77,8.06
900,300941,创识科技,24.5,2.64,0.63,162382.0,397294619.74,3.64,24.95,24.08,24.13,23.87,1.39,15.28,245.48,3.93,5016375000.0,2604058426.0,0.0,0.08,4.12,3.77
901,605218,伟时电子,19.84,2.64,0.51,56097.0,111318934.0,5.02,20.25,19.28,19.33,19.33,1.99,2.64,130.37,3.2,4222615846.0,4222615846.0,0.1,0.25,-1.49,7.53
902,002212,天融信,10.13,2.63,0.26,1163008.0,1181558015.49,5.47,10.44,9.9,9.91,9.87,1.54,9.97,-38.06,1.28,11947867794.0,11820189821.0,0.0,0.2,8.0,11.69
903,688690,纳微科技,30.05,2.63,0.77,140339.0,424422450.0,6.56,31.01,29.09,29.31,29.28,2.35,3.48,84.45,6.47,12134633688.0,12134633688.0,0.07,0.13,11.46,16.43
904,002864,盘龙药业,36.02,2.62,0.92,142250.0,509808928.49,5.5,36.66,34.73,35.11,35.1,1.33,19.17,31.97,2.27,3828240179.0,2672350023.0,0.17,0.5,17.1,16.8
905,600733,北汽蓝谷,8.62,2.62,0.22,2059858.0,1772476400.0,3.33,8.77,8.49,8.49,8.4,1.05,4.21,-10.52,23.02,48043597317.0,42166556759.0,-0.12,-0.23,13.12,7.35
906,920505,九菱科技,50.6,2.62,1.29,33489.0,166651026.99,9.49,52.0,47.32,48.68,49.31,0.86,9.23,182.76,9.87,3282307138.0,1835625865.0,0.18,0.34,-12.23,16.64
907,000055,方大集团,4.31,2.62,0.11,379903.0,162715520.84,6.19,4.44,4.18,4.2,4.2,2.8,5.62,218.45,0.76,4628397918.0,2912923107.0,-0.23,0.0,1.41,5.12
908,688019,安集科技,269.98,2.62,6.9,49018.0,1320652672.0,5.36,277.3,263.19,267.9,263.08,0.79,2.91,56.11,13.7,45508490251.0,45508490251.0,0.0,0.23,33.47,23.89
909,603999,读者传媒,7.83,2.62,0.2,279222.0,215672137.0,4.85,7.89,7.52,7.56,7.63,1.39,4.85,42.44,2.2,4510080000.0,4510080000.0,0.13,0.64,21.96,11.38
910,600446,金证股份,17.65,2.62,0.45,611768.0,1087523572.0,6.28,18.28,17.2,17.2,17.2,1.57,6.5,-220.4,4.51,16613371004.0,16613371004.0,0.0,0.11,5.44,10.87
911,605186,健麾信息,23.57,2.61,0.6,207440.0,488048308.0,8.23,24.34,22.45,22.97,22.97,5.5,15.25,284.44,2.97,3205520000.0,3205520000.0,-0.13,0.43,20.56,19.95
912,002589,瑞康医药,3.93,2.61,0.1,4358105.0,1708276497.66,7.83,4.11,3.81,3.96,3.83,3.76,31.91,365.43,1.11,5913512151.0,5366774784.0,-0.25,-0.51,36.93,22.05
913,600737,中粮糖业,16.93,2.61,0.43,561519.0,944407660.0,5.15,17.2,16.35,16.7,16.5,1.58,2.63,33.32,3.21,36210700500.0,36210700500.0,0.0,-0.12,16.28,-1.63
914,600935,华塑股份,2.75,2.61,0.07,809397.0,223236761.0,5.6,2.84,2.69,2.73,2.68,1.13,2.31,-61.84,1.65,9885529654.0,9645354983.0,0.0,0.0,6.18,12.24
915,300195,长荣股份,8.65,2.61,0.22,243752.0,211079989.34,5.1,8.87,8.44,8.47,8.43,1.65,7.76,413.04,1.37,3665072089.0,2715342961.0,0.0,0.23,14.42,7.99
916,300654,世纪天鸿,11.79,2.61,0.3,500108.0,593565602.74,7.31,12.19,11.35,11.36,11.49,1.5,14.2,125.42,5.06,4316612005.0,4153163486.0,0.08,-0.08,22.43,18.97
917,300457,赢合科技,29.2,2.6,0.74,317195.0,934576280.38,6.15,30.16,28.41,28.45,28.46,1.12,5.01,46.77,2.87,18839239298.0,18503925332.0,-0.03,-0.03,-3.73,4.85
918,300598,诚迈科技,50.48,2.6,1.28,173608.0,877306954.44,4.94,51.66,49.23,49.23,49.2,1.48,8.0,-121.23,7.38,10953238286.0,10950170818.0,0.02,-0.04,-3.17,9.81
919,688108,赛诺医疗,24.2,2.59,0.61,425897.0,1028690048.0,7.88,25.03,23.17,23.38,23.59,1.13,10.24,357.58,11.18,10068361600.0,10068361600.0,0.0,0.0,-13.04,25.78
920,605177,东亚药业,20.6,2.59,0.52,56081.0,117543785.0,6.57,21.65,20.33,20.44,20.08,1.31,4.98,-24.48,1.39,2363357042.0,2319229720.0,-0.05,0.29,7.12,15.73
921,688628,优利德,34.9,2.59,0.88,32403.0,113007393.0,4.56,35.42,33.87,34.1,34.02,2.11,2.9,21.65,3.06,3900688821.0,3900688821.0,0.11,-0.11,2.65,9.61
922,300203,聚光科技,16.67,2.58,0.42,194001.0,324172588.31,5.78,17.22,16.28,16.28,16.25,1.7,4.33,-90.0,2.63,7480455792.0,7474303312.0,0.06,-0.06,-5.12,5.11
923,300471,厚普股份,13.52,2.58,0.34,290417.0,395800483.69,6.3,13.98,13.15,13.18,13.18,1.44,7.92,-1876.46,4.08,6356546043.0,4955735450.0,0.0,0.07,20.18,7.3
924,300061,旗天科技,11.56,2.57,0.29,358210.0,414483941.17,4.44,11.82,11.32,11.4,11.27,1.25,5.76,-204.86,14.54,7617966906.0,7192281790.0,0.09,-0.34,-2.03,9.89
925,301172,君逸数码,25.11,2.57,0.63,91751.0,230418135.18,4.9,25.69,24.49,24.49,24.48,1.53,9.29,189.47,2.96,4330972800.0,2480016269.0,-0.04,0.04,13.31,14.08
926,003018,金富科技,17.59,2.57,0.44,99457.0,174167257.01,3.91,17.78,17.11,17.13,17.15,0.93,10.15,36.71,2.87,4573400000.0,1723449291.0,0.11,0.0,50.47,0.98
927,001309,德明利,238.98,2.57,5.98,143117.0,3461873267.69,5.75,248.0,234.61,242.0,233.0,1.0,8.9,-1501.62,22.13,54211575349.0,38446130707.0,0.0,0.33,32.0,3.06
928,000034,神州数码,41.88,2.57,1.05,391978.0,1644135491.66,3.92,42.68,41.08,41.35,40.83,1.27,6.48,33.91,2.73,30297848750.0,25327904966.0,0.07,0.14,9.69,7.63
929,600415,小商品城,17.98,2.57,0.45,2889242.0,5284137850.0,7.7,19.01,17.66,17.74,17.53,2.65,5.27,21.39,4.44,98594394883.0,98594394883.0,-0.11,0.11,-6.69,12.73
930,301217,铜冠铜箔,33.87,2.57,0.85,285214.0,968155549.91,4.18,34.44,33.06,33.06,33.02,0.94,3.44,335.74,5.19,28078756475.0,28078756475.0,0.0,0.21,22.63,-1.2
931,688549,中巨芯-U,10.02,2.56,0.25,437019.0,439345625.0,4.09,10.21,9.81,9.85,9.77,1.06,7.42,440.38,4.85,14802305520.0,5904976380.0,-0.2,-0.1,1.62,9.87
932,301078,孩子王,11.61,2.56,0.29,1221572.0,1426595479.44,7.16,12.02,11.21,11.21,11.32,1.45,9.74,52.51,3.52,14642562372.0,14561320410.0,-0.09,-0.09,3.38,11.96
933,002912,中新赛克,34.45,2.56,0.86,76289.0,262017568.22,4.11,35.0,33.62,33.85,33.59,1.03,4.7,-415.01,3.59,5882406400.0,5588548279.0,-0.03,-0.12,17.1,14.3
934,301099,雅创电子,47.77,2.55,1.19,80377.0,382909350.21,3.89,48.37,46.56,46.6,46.58,0.8,8.95,63.49,5.41,7006224167.0,4288808609.0,-0.02,0.0,-2.87,12.24
935,688045,必易微,42.3,2.55,1.05,23344.0,97809077.0,3.44,42.47,41.05,41.49,41.25,1.46,3.34,-793.27,2.14,2954139744.0,2954139744.0,0.0,1.34,-0.91,9.33
936,920855,浙江大农,19.67,2.55,0.49,12255.0,24065243.26,4.74,20.0,19.09,19.3,19.18,1.55,1.83,34.03,2.56,1470004660.0,1318616039.0,0.0,0.2,1.65,9.4
937,300589,江龙船艇,21.28,2.55,0.53,548841.0,1174703936.79,8.82,22.24,20.41,20.58,20.75,0.8,23.7,-163.54,10.22,8036774955.0,4928595130.0,0.0,0.0,70.24,17.89
938,600843,上工申贝,12.12,2.54,0.3,517644.0,630177112.0,7.02,12.64,11.81,11.82,11.82,1.35,11.03,863.56,2.84,8643577738.0,5686979488.0,-0.08,-0.08,-5.46,-3.35
939,603112,华翔股份,19.4,2.54,0.48,248015.0,482096986.0,7.45,19.97,18.56,18.9,18.92,1.73,4.91,19.37,2.42,10479308922.0,9800855110.0,0.21,0.15,18.36,11.69
940,300277,海联讯,14.15,2.54,0.35,185461.0,258617027.6,4.06,14.16,13.6,13.8,13.8,1.34,5.43,923.07,9.88,4835055000.0,4829603656.0,0.07,-0.07,3.28,8.43
941,300846,首都在线,25.02,2.54,0.62,822583.0,2090936497.54,9.34,26.3,24.02,24.02,24.4,1.22,20.96,-94.93,14.71,12582458320.0,9818601953.0,0.04,0.28,13.57,9.59
942,301398,星源卓镁,61.8,2.54,1.53,41940.0,259060422.82,6.82,63.7,59.59,60.29,60.27,0.85,11.27,115.17,6.17,6921600000.0,2300134200.0,0.0,0.18,26.33,14.15
943,600629,华建集团,23.1,2.53,0.57,630946.0,1468704347.0,6.48,23.99,22.53,22.53,22.53,0.73,6.62,106.58,4.23,22414823023.0,22017003855.0,-0.04,-0.09,-37.92,6.45
944,600536,中国软件,50.19,2.53,1.24,423147.0,2128302799.0,4.7,51.22,48.92,48.95,48.95,1.73,5.02,-337.85,13.3,46866748651.0,42343089370.0,0.0,0.04,-1.53,8.4
945,300911,亿田智能,38.25,2.52,0.94,49630.0,188776422.16,4.64,38.85,37.12,37.12,37.31,0.97,2.9,-47.44,5.98,7012588880.0,6553624529.0,0.03,0.31,-7.83,14.86
946,300752,隆利科技,19.55,2.52,0.48,120513.0,237001010.71,4.72,20.1,19.2,19.2,19.07,1.92,7.66,72.33,3.67,4467154590.0,3074521953.0,0.05,0.15,-3.5,7.12
947,688272,富吉瑞,31.49,2.51,0.77,35623.0,110640547.0,5.44,31.93,30.26,30.68,30.72,0.67,4.69,-37.48,5.27,2393240000.0,2393240000.0,0.29,-0.32,29.75,-3.58
948,002853,皮阿诺,23.25,2.51,0.57,125775.0,285888832.0,5.16,23.29,22.12,22.51,22.68,0.8,9.77,-423.86,4.56,4252795791.0,2992386949.0,0.13,0.35,92.95,10.93
949,001337,四川黄金,31.49,2.51,0.77,233926.0,730476963.4,4.26,31.88,30.57,31.0,30.72,1.44,8.11,26.87,7.64,13225800000.0,9083479440.0,-0.1,-0.28,12.91,13.03
950,600602,云赛智联,20.91,2.5,0.51,575687.0,1206145149.0,5.49,21.45,20.33,20.36,20.4,1.53,5.36,147.71,5.93,28598051944.0,22463675521.0,0.0,0.1,9.76,11.88
951,001210,金房能源,21.34,2.5,0.52,53817.0,113959745.98,4.32,21.6,20.7,20.79,20.82,0.73,5.65,27.95,2.58,3346382506.0,2033681556.0,0.19,0.14,17.77,24.58
952,300830,金现代,14.0,2.49,0.34,1005117.0,1431517647.3,9.88,15.03,13.68,13.89,13.66,1.46,29.82,-128.83,4.63,6322970458.0,4719186808.0,0.14,0.07,34.62,37.52
953,920976,视声智能,30.54,2.48,0.74,33597.0,102984943.55,8.56,31.65,29.1,29.1,29.8,1.38,7.61,36.71,8.46,2166916836.0,1347412584.0,0.26,0.36,20.33,13.28
954,920493,并行科技,169.07,2.48,4.09,71244.0,1227756757.31,12.79,184.23,163.13,163.99,164.98,1.3,17.25,900.49,23.94,10095069103.0,6982074998.0,0.01,-0.01,21.07,27.55
955,001339,智微智能,55.04,2.48,1.33,89042.0,489518297.4,3.18,55.79,54.08,54.7,53.71,1.3,7.46,79.52,6.17,13883666074.0,6571256257.0,0.0,0.02,3.5,7.69
956,300483,首华燃气,16.14,2.48,0.39,278387.0,446729165.35,8.06,16.58,15.31,15.68,15.75,1.84,9.59,-2170.46,2.2,4685313590.0,4683376790.0,-0.06,-0.06,0.56,13.82
957,605305,中际联合,45.9,2.48,1.11,82545.0,373754929.0,3.46,46.0,44.45,44.9,44.79,1.44,3.88,16.69,3.42,9754668000.0,9754668000.0,0.09,0.2,26.83,10.18
958,600722,金牛化工,7.02,2.48,0.17,698839.0,492785640.0,5.55,7.28,6.9,6.94,6.85,1.85,10.27,99.42,3.87,4775844126.0,4775844126.0,0.14,0.14,10.38,18.18
959,600560,金自天正,17.35,2.48,0.42,87360.0,153022134.0,5.97,18.12,17.11,17.28,16.93,2.44,3.91,78.17,4.02,3880249425.0,3880249425.0,0.12,0.0,7.76,6.18
