序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
760,300222,科大智能,12.25,2.6,0.31,442118.0,545727019.18,2.76,12.56,12.23,12.39,11.94,1.09,6.98,99.88,5.55,9533945117.0,7764092985.0,-0.16,-0.24,-3.01,11.97
761,300959,线上线下,103.23,2.6,2.62,62134.0,632438739.53,8.14,105.99,97.8,100.3,100.61,0.89,11.87,1774.56,7.4,8296367994.0,5404629257.0,0.01,-0.17,-4.32,9.01
762,300949,奥雅股份,44.18,2.6,1.12,23428.0,103390953.35,7.39,45.88,42.7,43.16,43.06,1.05,6.83,-69.66,3.99,2665304294.0,1515420963.0,-0.41,-0.5,9.22,12.7
763,300360,炬华科技,18.19,2.59,0.46,439036.0,815033281.62,6.37,19.3,18.17,18.65,17.73,1.62,8.78,14.62,2.21,9353063822.0,9100032027.0,0.06,0.0,19.59,4.6
764,600131,国网信通,18.21,2.59,0.46,651995.0,1225648505.0,7.61,19.53,18.18,19.53,17.75,3.07,5.45,46.61,3.5,21822045351.0,21777432763.0,0.11,0.05,4.54,13.18
765,301656,联合动力,28.08,2.59,0.71,148141.0,413664921.31,2.85,28.16,27.38,27.38,27.37,1.39,8.88,63.95,7.3,67526528753.0,4686037855.0,0.0,0.04,-3.8,6.2
766,601968,宝钢包装,5.58,2.57,0.14,206779.0,114638802.0,3.49,5.62,5.43,5.46,5.44,1.06,1.62,30.38,1.58,7118849387.0,7118849387.0,0.0,-0.18,5.28,4.49
767,603267,鸿远电子,56.29,2.57,1.41,93908.0,523847862.0,4.83,57.15,54.5,55.15,54.88,0.67,4.06,43.87,2.96,13007543411.0,13007543411.0,0.0,0.04,7.63,3.42
768,603239,浙江仙通,22.35,2.57,0.56,94606.0,209345340.0,4.08,22.48,21.59,21.88,21.79,1.07,3.49,29.92,4.82,6050592000.0,6050592000.0,-0.04,0.13,20.03,8.97
769,920403,康农种业,24.33,2.57,0.61,40016.0,96508480.34,4.97,24.6,23.42,23.73,23.72,1.4,6.9,-307.92,5.09,2417455076.0,1411178441.0,-0.08,0.08,0.87,6.76
770,688336,三生国健,58.88,2.56,1.47,47373.0,278656584.0,3.78,59.58,57.41,57.41,57.41,0.66,0.77,68.43,6.15,36392933297.0,36316347492.0,0.14,0.15,-1.16,-1.16
771,300007,汉威科技,58.43,2.56,1.46,297360.0,1725725902.01,4.25,59.0,56.58,58.19,56.97,0.88,10.5,169.13,6.58,19132647518.0,16552929129.0,0.0,0.17,7.19,9.01
772,002662,峰璟股份,4.01,2.56,0.1,394650.0,156964013.44,2.81,4.03,3.92,3.94,3.91,0.83,2.63,22.15,1.37,6015000000.0,6014924211.0,0.25,0.0,4.43,-0.25
773,600203,福日电子,13.6,2.56,0.34,389779.0,524404279.0,3.77,13.68,13.18,13.37,13.26,0.95,6.57,69.23,4.65,8064637915.0,8064637915.0,0.07,0.07,1.04,1.95
774,688230,芯导科技,82.03,2.55,2.04,24855.0,201204672.0,4.66,82.53,78.8,80.11,79.99,1.09,2.11,98.27,4.29,9646728000.0,9646728000.0,0.01,0.0,15.62,13.18
775,300887,谱尼测试,13.27,2.55,0.33,431667.0,552031131.25,9.74,13.45,12.19,13.17,12.94,0.6,11.92,-27.31,2.52,7241932817.0,4806357109.0,0.0,0.15,65.67,38.23
776,300507,苏奥传感,10.05,2.55,0.25,366984.0,366241737.01,4.18,10.17,9.76,9.85,9.8,1.01,4.74,70.34,3.8,8046501415.0,7788667067.0,0.0,-0.2,2.45,9.36
777,301061,匠心家居,92.78,2.54,2.3,15055.0,138243111.28,3.85,92.99,89.51,90.57,90.48,1.34,1.04,23.15,5.03,20297239465.0,13484397199.0,0.03,0.03,0.81,-2.13
778,300486,东杰智能,21.8,2.54,0.54,286437.0,618195211.11,4.94,22.15,21.1,21.1,21.26,1.0,6.0,933.97,6.2,10401846805.0,10398720489.0,0.09,0.14,7.07,11.17
779,300515,三德科技,21.03,2.54,0.52,51684.0,107672027.0,3.12,21.14,20.5,20.64,20.51,1.33,2.56,28.18,5.02,4327017135.0,4243039613.0,0.0,0.05,1.3,6.97
780,300184,力源信息,10.9,2.54,0.27,728271.0,787701362.17,3.86,10.99,10.58,10.7,10.63,1.26,6.96,60.36,3.05,12546250130.0,11403660878.0,0.09,0.09,0.55,9.11
781,688218,江苏北人,23.95,2.53,0.59,40838.0,96991272.0,3.21,24.05,23.3,23.39,23.36,0.93,3.44,-63.01,3.19,2840511314.0,2840511314.0,-0.04,-0.04,-4.85,4.95
782,688508,芯朋微,64.78,2.53,1.6,59054.0,379336596.0,3.64,65.3,63.0,63.65,63.18,1.1,4.5,35.87,3.14,8506284214.0,8506284214.0,0.12,0.22,0.68,6.37
783,301125,腾亚精工,20.25,2.53,0.5,38090.0,76959648.2,3.14,20.4,19.78,19.92,19.75,0.95,3.25,1597.27,4.75,2870597880.0,2376457380.0,-0.25,-0.15,3.0,10.17
784,300141,和顺电气,17.82,2.53,0.44,347025.0,652157366.43,11.85,19.88,17.82,18.89,17.38,0.67,13.62,-181.39,6.95,4594790772.0,4539444703.0,-0.17,-0.34,54.82,41.77
785,688100,威胜信息,41.56,2.52,1.02,49936.0,209043469.0,4.88,43.2,41.22,42.53,40.54,1.17,1.02,32.32,6.11,20434435873.0,20434435873.0,0.05,0.1,14.59,5.75
786,301129,瑞纳智能,26.86,2.52,0.66,40444.0,107253032.5,5.73,27.33,25.83,26.03,26.2,1.14,6.1,-58.8,2.17,3650204164.0,1780347950.0,0.04,-0.04,-2.04,12.62
787,600406,国电南瑞,24.4,2.52,0.6,3018096.0,7560255375.0,6.51,25.79,24.24,25.65,23.8,3.07,3.77,30.27,3.98,195974850206.0,195114484783.0,-0.04,0.33,6.04,8.54
788,603988,中电电机,29.75,2.52,0.73,194225.0,569309681.0,8.48,30.48,28.02,29.02,29.02,1.68,8.26,133.82,10.42,6997200000.0,6997200000.0,-0.03,0.17,7.71,22.43
789,300724,捷佳伟创,119.5,2.51,2.93,249284.0,2938404766.48,4.13,119.99,115.18,116.62,116.57,0.76,8.66,11.61,3.11,41620894717.0,34381876656.0,0.72,0.45,31.56,25.0
790,300478,杭州高新,27.51,2.5,0.67,39958.0,109582837.6,3.28,27.7,26.82,27.1,26.84,0.59,3.15,-157.69,67.85,3484774230.0,3484774230.0,-0.04,0.18,8.26,-14.83
791,603666,亿嘉和,32.85,2.5,0.8,87194.0,285200055.0,2.56,33.01,32.19,32.26,32.05,0.89,4.24,-119.67,3.19,6751674297.0,6751674297.0,0.03,0.15,8.31,10.61
792,301133,金钟股份,40.98,2.5,1.0,49495.0,201034547.53,4.93,41.28,39.31,39.98,39.98,0.93,4.6,139.25,3.55,4834634679.0,4411284437.0,0.22,0.56,47.3,6.97
793,301638,南网数字,22.26,2.49,0.54,612057.0,1408532192.05,7.5,23.89,22.26,23.01,21.72,1.03,26.05,335.69,6.64,70779014120.0,5230658339.0,-0.04,-0.27,291.21,18.34
794,300258,精锻科技,14.39,2.49,0.35,274675.0,392790671.06,2.99,14.45,14.03,14.07,14.04,1.11,4.82,68.72,1.78,8418829827.0,8200730598.0,0.07,0.0,6.99,0.49
795,300260,新莱应材,60.98,2.49,1.48,435902.0,2694961382.81,9.21,64.68,59.2,60.0,59.5,1.64,15.15,128.43,11.96,24868055737.0,17540100906.0,-0.05,-0.34,0.11,7.19
796,300661,圣邦股份,73.17,2.49,1.78,247010.0,1792362785.99,3.94,73.9,71.09,71.85,71.39,1.39,4.17,98.82,9.22,45222448137.0,43371519476.0,0.03,0.07,-3.11,6.6
797,600846,同济科技,14.39,2.49,0.35,80492.0,114952950.0,3.28,14.43,13.97,13.98,14.04,1.07,1.29,40.95,2.18,8990318215.0,8990318215.0,0.0,0.07,4.05,9.43
798,603301,振德医疗,70.5,2.49,1.71,25256.0,175600475.0,2.88,70.5,68.52,68.91,68.79,0.95,0.95,69.18,3.29,18741405218.0,18741405218.0,0.43,0.53,-2.21,0.0
799,300173,ST福能,4.55,2.48,0.11,302583.0,136045318.31,2.48,4.55,4.44,4.48,4.44,1.04,4.12,-125.9,3.46,3343001926.0,3343001926.0,0.22,0.66,-18.75,7.57
800,603386,骏亚科技,15.68,2.48,0.38,169605.0,262710466.0,3.73,15.75,15.18,15.48,15.3,0.81,5.2,176.72,3.76,5116737741.0,5116737741.0,0.13,0.06,14.96,2.28
801,603175,超颖电子,73.23,2.48,1.77,38990.0,281544255.0,3.12,73.23,71.0,71.98,71.46,0.87,8.86,113.42,11.11,32003657177.0,3222069325.0,0.21,0.26,328.75,7.38
802,002559,亚威股份,10.73,2.48,0.26,372973.0,397394618.5,2.67,10.75,10.47,10.53,10.47,1.58,7.45,43.34,3.33,5898978708.0,5369372733.0,-0.09,0.09,3.57,6.03
803,688623,双元科技,107.9,2.48,2.61,21636.0,230895474.0,6.41,109.75,103.0,104.94,105.29,1.14,11.3,91.91,3.03,6381497330.0,2065497330.0,0.0,-0.09,56.67,14.91
804,301282,金禄电子,30.11,2.48,0.73,66904.0,200217365.96,3.23,30.34,29.39,29.68,29.38,0.53,8.4,55.54,2.66,4550824436.0,2397244324.0,0.0,0.3,12.27,3.61
805,002579,中京电子,12.44,2.47,0.3,448692.0,551277924.14,3.95,12.48,12.0,12.21,12.14,1.1,7.69,223.18,3.15,7620975633.0,7257206695.0,0.08,0.16,7.89,2.13
806,688380,中微半导,35.21,2.47,0.85,100986.0,352482304.0,3.64,35.53,34.28,34.76,34.36,1.16,5.97,69.43,4.63,14096851650.0,5952778650.0,-0.03,0.09,-4.5,9.52
807,605208,永茂泰,13.74,2.46,0.33,88839.0,122135726.0,3.43,13.94,13.48,13.54,13.41,1.34,2.69,67.76,2.09,4533375600.0,4533375600.0,0.22,-0.07,-1.29,1.18
808,301092,争光股份,39.58,2.46,0.95,45038.0,178066131.07,3.34,40.25,38.96,38.96,38.63,1.05,7.42,50.51,2.75,5324906541.0,2402054155.0,0.08,0.18,26.45,12.57
809,301043,绿岛风,80.8,2.46,1.94,48250.0,383009549.15,6.99,81.88,76.37,78.0,78.86,1.15,8.5,66.75,6.55,5494400000.0,4585218200.0,0.12,0.24,81.74,23.74
810,688512,慧智微-U,12.07,2.46,0.29,113776.0,135984639.0,4.07,12.18,11.7,11.92,11.78,1.11,3.51,-34.53,3.25,5634801624.0,3917563473.0,0.0,0.0,6.44,8.15
811,600176,中国巨石,18.78,2.45,0.45,763112.0,1438480640.0,3.98,19.08,18.35,18.35,18.33,1.41,1.91,21.96,2.38,75178907752.0,75178907752.0,0.37,0.05,21.16,9.82
812,300303,聚飞光电,7.13,2.44,0.17,650904.0,458975905.31,3.02,7.14,6.93,7.0,6.96,0.98,4.9,35.91,2.69,10101823408.0,9477181640.0,0.0,0.14,7.7,4.24
813,920476,海能技术,24.35,2.44,0.58,29088.0,70087983.81,3.58,24.48,23.63,23.77,23.77,0.43,3.61,85.91,4.82,2074128130.0,1961410592.0,0.21,0.58,-12.91,17.75
814,300975,商络电子,13.86,2.44,0.33,404595.0,557856801.95,4.14,14.09,13.53,13.67,13.53,1.19,8.22,50.52,4.18,9521897671.0,6820135786.0,0.0,-0.07,2.21,9.22
815,688196,卓越新能,75.58,2.43,1.79,19472.0,147234804.0,4.81,77.75,74.2,75.75,73.79,0.5,1.62,43.08,3.01,9613080286.0,9069600000.0,0.95,0.37,65.35,28.32
816,601619,嘉泽新能,5.06,2.43,0.12,1058736.0,535188240.0,3.85,5.17,4.98,5.04,4.94,1.05,4.35,18.59,1.83,14738498535.0,12319375031.0,0.8,0.8,15.0,13.96
817,603489,八方股份,32.22,2.42,0.76,41181.0,130362586.0,3.59,32.22,31.09,31.65,31.46,0.79,1.76,84.75,2.81,7559391283.0,7559391283.0,0.09,0.12,31.62,5.36
818,002801,微光股份,36.79,2.42,0.87,34026.0,124917802.35,3.15,37.06,35.93,35.93,35.92,1.14,2.94,21.78,4.59,8448161280.0,4260381333.0,0.11,0.19,10.48,3.9
819,301108,洁雅股份,35.96,2.42,0.85,14873.0,52937648.12,3.67,36.15,34.86,35.15,35.11,0.85,2.29,44.71,2.15,4047522822.0,2333539838.0,0.0,0.2,-2.68,8.12
820,920509,同惠电子,40.25,2.42,0.95,68544.0,275583903.06,4.07,40.8,39.2,39.75,39.3,1.24,8.19,109.63,18.71,6452304264.0,3367738430.0,0.12,0.12,4.76,7.08
821,688549,中巨芯-U,10.56,2.42,0.25,564570.0,590506247.0,4.95,10.74,10.23,10.45,10.31,1.51,9.58,464.11,5.12,15600034560.0,6223208640.0,0.0,0.09,1.93,15.79
822,000159,国际实业,6.36,2.42,0.15,415019.0,265011213.4,5.8,6.56,6.2,6.21,6.21,0.59,8.63,114.02,1.5,3057162915.0,3057079440.0,0.16,0.16,2.75,10.03
823,301176,逸豪新材,26.37,2.41,0.62,48193.0,125529030.27,4.35,26.49,25.37,25.76,25.75,1.51,8.55,-172.72,2.94,4458288009.0,1486096012.0,-0.04,0.04,-2.55,4.77
824,688381,帝奥微,25.04,2.41,0.59,52998.0,132034366.0,3.35,25.28,24.46,24.57,24.45,0.97,2.77,-191.42,2.39,6197400000.0,4796321856.0,0.12,-0.04,-7.4,9.78
825,301300,远翔新材,45.49,2.41,1.07,20249.0,91590617.0,3.17,45.74,44.33,44.5,44.42,1.24,6.55,33.98,3.6,2951755120.0,1406802906.0,0.2,0.07,17.12,7.29
826,002611,东方精工,19.66,2.4,0.46,753761.0,1482727810.16,2.76,19.88,19.35,19.36,19.2,0.77,7.52,35.17,4.39,23931849444.0,19703206920.0,0.0,0.05,10.2,2.29
827,002079,苏州固锝,10.22,2.4,0.24,415177.0,420665585.75,3.31,10.29,9.96,10.0,9.98,1.62,5.13,99.39,2.69,8284430276.0,8276654511.0,0.1,0.1,1.19,7.02
828,002485,ST雪发,4.27,2.4,0.1,34118.0,14478529.0,4.08,4.34,4.17,4.21,4.17,0.6,0.63,-38.12,1.97,2322880000.0,2322880000.0,0.47,0.47,9.49,1.67
829,301051,信濠光电,20.52,2.4,0.48,39798.0,80828082.8,3.54,20.65,19.94,20.14,20.04,0.98,2.47,-35.51,1.89,4166451717.0,3303883462.0,0.05,0.1,-13.56,4.69
830,603203,快克智能,38.04,2.4,0.89,65708.0,247584481.0,4.85,38.5,36.7,37.39,37.15,1.4,2.64,36.47,6.61,9649268929.0,9477792217.0,0.0,0.16,27.05,3.91
831,601800,中国交建,8.53,2.4,0.2,1025162.0,882881369.0,6.24,8.87,8.35,8.36,8.33,2.63,0.87,7.63,0.47,138822715239.0,100470069529.0,0.24,0.12,-3.4,5.05
832,003026,中晶科技,33.0,2.39,0.77,69998.0,229689053.7,3.69,33.37,32.18,32.39,32.23,1.88,7.31,94.18,6.5,4277427000.0,3157945296.0,0.0,0.09,-4.32,6.87
833,003017,大洋生物,32.14,2.39,0.75,38348.0,121438306.0,3.38,32.16,31.1,31.6,31.39,1.03,5.53,25.3,2.46,2699760000.0,2226915934.0,0.03,0.19,-4.94,7.64
834,301419,阿莱德,35.65,2.38,0.83,36935.0,130356640.8,4.22,35.92,34.45,34.88,34.82,0.97,8.71,61.42,4.51,4278000000.0,1512273000.0,0.06,0.14,3.69,5.22
835,301535,浙江华远,26.7,2.38,0.62,149763.0,398694590.33,4.91,27.14,25.86,25.95,26.08,1.32,23.48,107.87,10.23,11355352951.0,1703302951.0,-0.04,0.26,36.5,22.48
836,000993,闽东电力,12.9,2.38,0.3,422238.0,551136482.97,4.92,13.42,12.8,12.8,12.6,2.0,9.6,29.25,2.22,5907573770.0,5672743679.0,0.0,0.08,25.0,7.68
837,603798,康普顿,16.79,2.38,0.39,65563.0,109391233.0,3.6,16.94,16.35,16.35,16.4,1.02,2.56,58.97,3.73,4305789624.0,4305789624.0,0.0,0.12,9.95,1.7
838,001306,夏厦精密,87.6,2.38,2.04,17409.0,152244196.44,3.45,88.5,85.55,85.9,85.56,1.08,11.23,163.29,4.11,5505712560.0,1357800000.0,-0.02,0.05,-1.99,-1.57
839,001269,欧晶科技,24.18,2.37,0.56,29761.0,71578810.43,2.96,24.46,23.76,23.99,23.62,1.06,1.55,-40.03,5.33,4652512149.0,4652512149.0,0.0,0.04,-4.54,0.42
840,000400,许继电气,29.45,2.36,0.68,938871.0,2839971233.33,6.67,31.3,29.38,31.0,28.77,1.52,9.28,24.96,2.53,29998425233.0,29794602078.0,0.14,0.03,18.85,14.55
841,300814,中富电路,75.95,2.36,1.75,82339.0,618762315.31,4.19,76.61,73.5,75.0,74.2,0.98,4.3,391.48,8.84,14539118525.0,14539118525.0,0.0,0.08,37.57,2.72
842,301559,中集环科,17.77,2.36,0.41,89030.0,159066429.0,5.07,18.24,17.36,17.36,17.36,0.72,9.89,80.32,2.34,10662000000.0,1599300000.0,0.0,0.0,4.53,11.83
843,301328,维峰电子,52.06,2.36,1.2,21908.0,113737627.24,3.91,52.79,50.8,51.4,50.86,0.79,4.34,52.58,2.94,5721060504.0,2629904192.0,0.08,0.1,17.02,9.44
844,301186,超达装备,50.13,2.35,1.15,17492.0,86762174.03,2.92,50.14,48.71,49.0,48.98,0.98,2.32,27.47,2.53,4029488100.0,3783836362.0,0.0,0.14,17.26,3.23
845,300195,长荣股份,8.72,2.35,0.2,209706.0,181360139.58,5.4,8.87,8.41,8.54,8.52,1.32,6.68,416.38,1.38,3694731632.0,2737316834.0,0.0,0.23,10.52,8.86
846,603421,鼎信通讯,7.44,2.34,0.17,230050.0,170503233.0,4.81,7.59,7.24,7.34,7.27,1.21,3.53,-10.82,1.73,4852297402.0,4852297402.0,0.13,0.13,-0.27,3.91
847,300726,宏达电子,52.07,2.34,1.19,125271.0,642309283.37,4.68,52.5,50.12,50.94,50.88,0.62,5.84,49.15,4.27,21444500729.0,11165808686.0,-0.02,-0.04,41.0,2.28
848,300878,维康药业,32.84,2.34,0.75,61244.0,206539980.01,10.66,35.66,32.24,32.25,32.09,0.69,4.25,-28.79,4.69,4754914174.0,4733030814.0,-0.03,-0.18,39.92,28.73
849,603021,ST华鹏,4.83,2.33,0.11,35304.0,16938545.0,2.54,4.85,4.73,4.73,4.72,0.51,1.1,-12.07,-37.74,1545349178.0,1545349178.0,-0.41,-0.21,5.46,3.43
850,002180,纳思达,21.99,2.33,0.5,347205.0,759685579.14,4.19,22.33,21.43,21.52,21.49,1.08,2.54,-65.84,3.26,31267117517.0,30018456664.0,0.05,0.09,3.43,8.75
851,300718,长盛轴承,83.91,2.33,1.91,100019.0,838256501.51,3.35,85.0,82.25,82.25,82.0,0.98,5.16,100.13,14.97,25070548407.0,16265284989.0,0.0,-0.2,-4.97,-1.7
852,300374,中铁装配,16.71,2.33,0.38,159517.0,268145498.91,5.27,17.17,16.31,16.33,16.33,2.2,8.18,-59.13,5.05,4109195151.0,3257357166.0,-0.18,-0.18,-11.77,6.64
853,603809,豪能股份,14.08,2.33,0.32,449687.0,629977651.0,4.65,14.32,13.68,13.86,13.76,0.62,4.89,36.6,3.55,12957666403.0,12957666403.0,-0.07,-0.07,5.31,-1.88
854,002598,山东章鼓,9.65,2.33,0.22,129671.0,123898725.07,3.82,9.74,9.38,9.47,9.43,0.92,4.61,36.45,2.45,3011254949.0,2715932390.0,0.0,0.1,-15.57,-9.73
855,300100,双林股份,40.0,2.33,0.91,221333.0,883068051.51,4.4,40.73,39.01,39.39,39.09,1.1,4.01,42.66,7.43,22879317600.0,22071441320.0,0.05,0.08,1.09,0.96
856,688700,东威科技,38.68,2.33,0.88,86343.0,331071651.0,4.23,39.15,37.55,37.9,37.8,1.04,2.89,101.4,6.43,11542164605.0,11542164605.0,0.03,0.16,4.68,9.64
857,301029,怡合达,28.12,2.33,0.64,128626.0,359756409.82,2.55,28.28,27.58,27.58,27.48,1.09,2.78,32.04,4.19,17833780261.0,12988087224.0,0.07,0.04,3.53,6.03
858,601339,百隆东方,6.17,2.32,0.14,213951.0,131435138.0,3.81,6.23,6.0,6.03,6.03,1.03,1.43,12.62,1.01,9252340730.0,9252340730.0,0.16,0.16,9.2,6.56
859,000426,兴业银锡,51.0,2.31,1.15,806141.0,4114767414.66,5.32,52.5,49.85,50.18,49.85,0.86,4.54,49.79,9.89,90557422689.0,90535478664.0,0.0,0.1,66.61,43.26
860,300802,矩子科技,20.79,2.31,0.47,62657.0,129467098.44,2.81,20.9,20.33,20.51,20.32,1.0,3.22,53.71,4.0,5905986921.0,4048162251.0,0.05,0.05,-0.72,8.62
861,600579,中化装备,8.86,2.31,0.2,191838.0,168634573.0,5.08,8.99,8.55,8.66,8.66,1.04,3.89,-121.6,2.67,4373302725.0,4373302725.0,-0.11,0.11,1.14,6.75
862,000411,英特集团,13.76,2.3,0.31,285367.0,390726720.62,4.31,13.93,13.35,13.6,13.45,0.85,7.96,17.78,1.52,7647075211.0,4933079451.0,0.0,0.44,19.65,7.92
863,688181,八亿时空,37.8,2.3,0.85,91773.0,344818397.0,3.36,38.25,37.01,37.2,36.95,1.31,6.82,83.67,2.45,5083402439.0,5083402439.0,0.05,0.21,9.95,16.96
864,000778,新兴铸管,4.44,2.3,0.1,1154697.0,506204759.87,5.53,4.51,4.27,4.34,4.34,1.32,2.97,18.87,0.67,17596529345.0,17287608402.0,-0.22,-0.22,12.41,6.22
865,002600,领益智造,16.51,2.29,0.37,2239083.0,3682836808.05,3.04,16.67,16.18,16.29,16.14,0.53,3.11,46.61,5.12,120644315150.0,118853081158.0,0.0,0.06,12.01,6.24
866,301229,纽泰格,21.46,2.29,0.48,69907.0,149677851.55,3.96,21.76,20.93,21.15,20.98,0.98,5.41,92.67,3.07,3901009551.0,2774362534.0,0.05,0.05,-2.14,-5.42
867,688589,力合微,24.62,2.29,0.55,58519.0,143159178.0,2.66,24.77,24.13,24.4,24.07,1.08,4.03,119.91,3.74,3577984002.0,3577984002.0,-0.04,0.0,3.27,8.22
868,603629,利通电子,29.95,2.29,0.67,156346.0,459328170.0,5.36,30.3,28.73,29.4,29.28,0.89,6.1,27.29,4.14,7858281000.0,7679539400.0,0.03,-0.3,29.65,12.38
869,688560,明冠新材,19.18,2.29,0.43,109266.0,208632941.0,8.64,20.04,18.42,19.12,18.75,0.76,5.43,-39.22,1.45,3860970787.0,3860970787.0,0.05,0.31,38.18,34.22
870,300553,集智股份,49.56,2.29,1.11,86263.0,433090910.92,6.32,52.06,49.0,49.0,48.45,0.53,10.24,129.87,6.47,5502242440.0,4175698714.0,-0.38,-0.38,37.97,22.7
871,301387,光大同创,59.43,2.29,1.33,30307.0,178748535.48,4.39,59.97,57.42,58.05,58.1,0.71,7.1,168.94,3.85,6343986334.0,2536729375.0,-0.02,0.17,47.65,7.27
872,301268,铭利达,19.7,2.28,0.44,40780.0,79562460.12,3.63,19.82,19.12,19.37,19.26,0.98,1.18,-159.48,4.69,7887818536.0,6790546069.0,0.0,0.05,-7.08,8.06
873,301000,肇民科技,39.95,2.28,0.89,72824.0,290298307.77,3.66,40.43,39.0,39.08,39.06,1.0,3.18,67.72,7.8,9702949014.0,9159309414.0,0.13,0.15,-9.9,1.47
874,603400,华之杰,57.5,2.28,1.28,13962.0,79740242.0,2.45,57.5,56.12,56.5,56.22,0.93,6.98,38.99,4.76,5750000000.0,1150000000.0,0.02,0.03,-0.54,11.03
875,000751,锌业股份,4.94,2.28,0.11,3907122.0,2006477000.92,10.35,5.31,4.81,4.88,4.83,3.23,27.71,116.41,2.21,7981215139.0,6964751768.0,0.61,0.41,28.31,20.78
876,300907,康平科技,30.51,2.28,0.68,29597.0,89945096.3,3.82,30.88,29.74,30.17,29.83,1.26,3.08,44.41,3.67,2928960000.0,2928960000.0,-0.26,-0.13,-7.1,2.87
877,688059,华锐精密,90.3,2.27,2.0,40709.0,371008066.0,3.86,92.6,89.19,89.68,88.3,1.16,4.67,46.1,5.36,8449221554.0,7870560913.0,0.02,-0.1,20.69,15.62
878,002782,可立克,20.27,2.27,0.45,246330.0,498266976.96,3.33,20.59,19.93,20.21,19.82,1.37,5.06,32.45,4.69,10053190544.0,9861379324.0,0.0,0.05,21.74,11.62
879,301280,珠城科技,60.32,2.27,1.34,32083.0,193316052.54,3.56,61.08,58.98,59.2,58.98,0.57,8.0,38.41,4.42,8250578045.0,2420499245.0,-0.02,0.2,18.23,13.26
880,300873,海晨股份,24.33,2.27,0.54,79313.0,190808110.93,4.92,24.64,23.47,23.9,23.79,1.2,4.75,20.58,1.78,5610541283.0,4059209536.0,0.08,-0.04,0.29,10.74
881,300613,富瀚微,49.29,2.26,1.09,65496.0,320452705.71,2.99,49.64,48.2,48.79,48.2,1.04,2.99,104.79,4.16,11461553739.0,10810678007.0,-0.02,0.02,5.95,7.01
882,300554,三超新材,24.9,2.26,0.55,56558.0,139951198.22,4.68,25.25,24.11,24.43,24.35,1.4,7.15,-110.25,4.45,2843868267.0,1970554153.0,0.0,-0.08,-8.05,7.37
883,605068,明新旭腾,25.91,2.25,0.57,19515.0,50251330.0,3.47,26.2,25.32,25.54,25.34,0.77,1.2,-79.79,2.79,4202563005.0,4202563005.0,0.0,0.08,3.14,1.33
884,688557,兰剑智能,40.48,2.25,0.89,19419.0,78318219.0,3.36,40.83,39.5,39.93,39.59,0.77,1.89,33.25,3.39,4156471827.0,4156471827.0,-0.05,0.2,10.27,11.12
885,688219,会通股份,12.7,2.25,0.28,143471.0,181206815.0,2.58,12.78,12.46,12.53,12.42,1.07,2.61,31.51,2.35,6979920000.0,6979920000.0,0.08,0.0,4.79,2.25
886,603350,安乃达,39.67,2.24,0.87,28098.0,110461482.0,4.38,39.88,38.18,38.88,38.8,1.87,6.39,36.07,3.51,4619769850.0,1745480000.0,0.05,0.08,3.31,4.15
887,002350,北京科锐,9.11,2.24,0.2,446919.0,413347144.02,6.06,9.6,9.06,9.5,8.91,1.66,8.42,127.82,2.99,4940638608.0,4833323901.0,-0.11,-0.11,21.95,11.92
888,601698,中国卫通,40.16,2.24,0.88,1914357.0,7612073769.0,6.19,40.59,38.16,39.31,39.28,0.79,4.53,445.29,10.69,169651318146.0,169651318146.0,0.0,0.37,93.64,12.4
889,688163,赛伦生物,24.7,2.24,0.54,16193.0,39559054.0,3.6,24.86,23.99,24.2,24.16,1.14,1.5,31.22,2.38,2673034000.0,2673034000.0,0.0,-0.08,5.78,13.46
890,688331,荣昌生物,107.25,2.24,2.35,94421.0,1022988600.0,8.24,112.44,103.8,103.8,104.9,0.7,5.82,-82.34,26.02,60457923562.0,17409449772.0,0.07,0.08,12.78,37.87
891,002656,*ST摩登,2.74,2.24,0.06,131401.0,35788281.0,2.61,2.75,2.68,2.69,2.68,1.38,1.94,-42.32,4.59,1952304373.0,1853856060.0,0.37,0.37,9.6,-2.84
892,605389,长龄液压,78.72,2.23,1.72,11974.0,94035036.0,3.19,79.78,77.32,77.7,77.0,0.68,0.88,77.02,5.39,11342534150.0,10726919347.0,-0.03,-0.09,20.13,0.92
893,300460,ST惠伦,8.71,2.23,0.19,128230.0,110797233.82,4.34,8.84,8.47,8.53,8.52,0.63,4.57,-24.1,4.38,2445805026.0,2445805026.0,0.23,0.58,-7.54,13.56
894,000692,惠天热电,3.66,2.23,0.08,261409.0,95923255.67,6.7,3.81,3.57,3.6,3.58,1.4,4.91,-4.62,-15.1,1950168692.0,1950168692.0,-0.27,0.0,-7.11,6.4
895,300394,天孚通信,198.0,2.23,4.32,460042.0,9131027262.51,5.99,204.6,193.0,196.3,193.68,1.21,5.93,78.78,31.56,153928346418.0,153618772428.0,0.01,0.01,10.89,-2.48
896,300121,阳谷华泰,13.77,2.23,0.3,272612.0,377777966.36,4.83,14.15,13.5,13.5,13.47,1.57,6.35,28.77,1.76,6130871932.0,5912275027.0,-0.15,0.0,-12.79,9.11
