序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
422,603389,*ST亚振,49.19,2.93,1.4,15768.0,76892913.0,4.39,49.3,47.2,48.0,47.79,0.71,0.6,-308.59,55.26,12924770880.0,12924770880.0,0.18,0.35,9.53,8.92
423,001309,德明利,279.94,2.92,7.94,131270.0,3631924220.9,7.04,285.0,265.85,265.86,272.0,0.91,8.16,-1758.99,25.92,63503173501.0,45035608964.0,0.0,0.18,29.05,20.72
424,002911,佛燃能源,13.04,2.92,0.37,248411.0,321560275.67,4.03,13.25,12.74,13.2,12.67,2.47,1.96,16.92,1.88,16931060590.0,16522175546.0,-0.08,0.0,8.85,9.86
425,300148,天舟文化,4.95,2.91,0.14,1117247.0,556331628.41,9.15,5.25,4.81,4.81,4.81,1.06,13.72,55.92,4.05,4171757748.0,4030220185.0,-0.4,-0.2,6.22,12.76
426,002237,恒邦股份,15.93,2.91,0.45,913528.0,1417571060.32,6.52,15.96,14.95,15.54,15.48,1.47,7.66,30.42,1.75,22779428599.0,18994231207.0,-0.06,0.0,21.88,18.7
427,603559,ST通脉,6.03,2.9,0.17,216228.0,131345984.0,4.95,6.15,5.86,5.86,5.86,2.54,5.39,-27.95,2.54,2419700183.0,2419700183.0,0.17,-0.17,-24.91,-13.73
428,002561,徐家汇,9.58,2.9,0.27,234752.0,222612400.06,4.4,9.64,9.23,9.3,9.31,1.05,5.66,-1437.55,1.83,3983009540.0,3970331052.0,0.1,0.1,8.37,9.11
429,301629,矽电股份,349.0,2.9,9.85,34378.0,1187273726.74,8.53,358.0,329.08,335.8,339.15,1.03,32.96,435.8,12.5,14562818626.0,3640669931.0,0.0,0.0,66.02,59.95
430,000803,山高环能,9.57,2.9,0.27,553559.0,528735964.52,7.53,9.88,9.18,9.46,9.3,1.72,12.04,63.62,3.04,4462454184.0,4400169055.0,0.1,-0.1,42.84,33.85
431,300746,汉嘉数智,14.24,2.89,0.4,77559.0,110182282.42,3.61,14.41,13.91,14.05,13.84,1.26,3.47,95.06,4.18,3214513791.0,3183287208.0,0.07,0.0,2.89,12.39
432,002441,众业达,10.35,2.88,0.29,223186.0,228243846.46,4.47,10.38,9.93,10.02,10.06,1.63,5.59,23.36,1.26,5636026353.0,4130475195.0,0.29,0.29,11.41,10.11
433,601888,中国中免,96.09,2.88,2.69,848856.0,8238635530.0,6.22,99.81,94.0,94.9,93.4,1.6,4.35,48.85,3.6,198796665538.0,187613375023.0,0.03,0.03,36.74,1.62
434,920227,美登科技,79.89,2.87,2.23,34304.0,277669227.03,6.01,83.0,78.33,80.0,77.66,0.71,19.5,78.02,7.73,3111036435.0,1405440858.0,0.1,0.01,35.8,33.37
435,600496,精工钢构,4.66,2.87,0.13,448346.0,207714374.0,3.97,4.67,4.49,4.52,4.53,1.46,2.25,11.79,1.01,9273982337.0,9273982337.0,0.0,0.22,12.83,12.29
436,000096,广聚能源,11.14,2.86,0.31,152037.0,168636960.64,2.59,11.2,10.92,10.99,10.83,1.51,2.98,143.82,2.1,5881920000.0,5690846720.0,0.0,-0.09,-4.95,8.47
437,001319,铭科精技,29.39,2.83,0.81,102073.0,303484222.5,7.84,30.65,28.41,28.5,28.58,2.04,12.45,31.45,3.1,4155746000.0,2409982204.0,0.07,0.07,16.77,6.99
438,601868,中国能建,2.54,2.83,0.07,9491958.0,2395752821.0,4.45,2.57,2.46,2.47,2.47,1.39,2.93,25.16,0.97,105895555635.0,82368968195.0,-0.39,-0.39,2.83,8.09
439,002811,郑中设计,16.45,2.81,0.45,110421.0,181738960.5,7.69,17.03,15.8,16.08,16.0,1.39,3.9,28.05,3.61,5066106582.0,4657205149.0,0.0,0.24,20.6,10.85
440,301588,美新科技,21.28,2.8,0.58,47941.0,101498128.29,4.69,21.59,20.62,20.71,20.7,1.0,6.54,66.81,2.7,2529505805.0,1561083414.0,0.05,0.14,4.21,17.12
441,600863,内蒙华电,4.79,2.79,0.13,1225721.0,581295221.0,2.58,4.79,4.67,4.67,4.66,1.94,1.88,11.88,1.75,34961023584.0,31263792615.0,0.0,0.0,14.32,6.92
442,600866,星湖科技,7.38,2.79,0.2,518186.0,380587278.0,3.2,7.4,7.17,7.2,7.18,1.58,4.13,9.06,1.48,12261667906.0,9267577611.0,0.0,0.0,0.82,6.19
443,601390,中国中铁,5.54,2.78,0.15,2150602.0,1175607724.0,3.15,5.54,5.37,5.37,5.39,1.04,1.05,5.86,0.43,136761669487.0,113452728887.0,0.0,0.18,-1.6,2.4
444,002157,正邦科技,3.33,2.78,0.09,3248604.0,1088074686.82,7.41,3.46,3.22,3.24,3.24,1.83,4.49,2794.98,2.62,30803041421.0,24090066509.0,0.0,0.0,12.12,2.78
445,301358,湖南裕能,64.62,2.77,1.74,419424.0,2717007317.58,5.84,67.27,63.6,66.88,62.88,1.66,10.86,57.15,4.0,49163071831.0,24950958536.0,-0.03,-0.06,14.37,-0.06
446,688798,艾为电子,82.0,2.76,2.2,85699.0,702814561.0,2.97,83.52,81.15,82.56,79.8,1.84,6.31,52.0,4.58,19116548152.0,11130945680.0,0.06,0.24,-0.61,7.74
447,600233,圆通速递,17.59,2.75,0.47,199677.0,349197455.0,4.26,17.78,17.05,17.13,17.12,1.0,0.58,15.7,1.8,60203088463.0,60203088463.0,0.06,0.0,3.47,7.13
448,002762,*ST金比,7.49,2.74,0.2,76681.0,56689956.0,5.21,7.62,7.24,7.24,7.29,1.79,3.63,-25.18,3.44,2651647250.0,1583224471.0,-0.13,0.0,-3.48,8.87
449,300046,台基股份,39.83,2.73,1.06,281157.0,1126997060.21,6.09,40.96,38.6,38.75,38.77,1.24,11.89,124.65,8.24,9421044507.0,9421044507.0,0.0,-0.03,0.86,14.78
450,920717,瑞星股份,11.71,2.72,0.31,60321.0,72226418.05,7.81,12.5,11.61,11.97,11.4,2.23,13.62,270.64,2.38,1342902800.0,518518800.0,-0.09,0.52,-7.94,5.5
451,002196,方正电机,16.98,2.72,0.45,1677471.0,2849032428.0,11.01,18.0,16.18,16.33,16.53,1.75,34.35,459.02,5.95,8419905371.0,8291086211.0,0.0,0.59,89.09,6.99
452,600596,新安股份,13.25,2.71,0.35,591450.0,774675816.0,5.89,13.48,12.72,12.96,12.9,1.68,4.38,187.9,1.44,17882160899.0,17882160899.0,-0.08,0.0,33.3,15.52
453,300260,新莱应材,61.5,2.71,1.62,316818.0,1889280097.24,6.06,61.5,57.87,59.87,59.88,1.05,11.01,129.52,12.07,25080115248.0,17689672118.0,0.02,0.26,3.97,8.1
454,002524,光正眼科,4.54,2.71,0.12,216622.0,97454896.0,3.85,4.58,4.41,4.43,4.42,1.19,4.24,10118.34,19.19,2339605346.0,2319292251.0,0.0,-0.22,0.22,10.19
455,688109,品茗科技,151.2,2.7,3.98,28779.0,437913034.0,7.87,156.59,145.0,147.5,147.22,0.84,3.65,184.61,14.98,11920955760.0,11920955760.0,0.04,-0.12,17.21,18.96
456,601886,江河集团,9.17,2.69,0.24,121515.0,110809112.0,4.82,9.29,8.86,8.99,8.93,1.42,1.07,17.03,1.45,10389628890.0,10389628890.0,0.0,0.0,19.4,12.38
457,600657,信达地产,3.43,2.69,0.09,272722.0,92798669.0,3.29,3.44,3.33,3.34,3.34,1.17,0.96,-1.38,0.53,9781943581.0,9781943581.0,0.0,-0.29,-9.97,-0.58
458,300917,特发服务,41.65,2.69,1.09,155833.0,653704927.06,7.3,43.3,40.34,40.34,40.56,2.19,9.22,58.09,6.05,7038850000.0,7038850000.0,0.05,-0.24,0.56,6.52
459,301081,严牌股份,12.25,2.68,0.32,183768.0,224963515.34,7.46,12.67,11.78,11.88,11.93,2.8,8.43,147.45,2.59,2783149310.0,2670106677.0,0.08,0.57,11.57,20.93
460,603938,三孚股份,26.96,2.67,0.7,365593.0,992849052.0,7.43,27.84,25.89,26.63,26.26,1.06,9.55,120.63,4.15,10315556439.0,10315556439.0,0.0,0.19,47.4,41.08
461,603352,C至信,53.43,2.67,1.39,173735.0,945425181.0,8.11,56.65,52.43,53.05,52.04,0.66,39.11,55.05,4.22,12110800018.0,2373487336.0,0.06,0.09,144.2,144.2
462,300622,博士眼镜,34.73,2.66,0.9,319146.0,1104030739.37,5.23,35.38,33.61,34.1,33.83,0.94,20.49,67.57,9.33,7913374977.0,5409982502.0,-0.03,-0.06,16.66,11.82
463,603317,天味食品,13.51,2.66,0.35,111869.0,149525103.0,4.71,13.7,13.08,13.21,13.16,1.58,1.05,27.51,3.28,14384296867.0,14384296867.0,0.0,0.15,18.93,7.91
464,601800,中国交建,8.62,2.62,0.22,638670.0,543186102.0,2.98,8.62,8.37,8.4,8.4,1.12,0.54,7.71,0.48,140287433220.0,101530128880.0,0.23,0.58,-1.71,6.16
465,603102,百合股份,47.1,2.61,1.2,11867.0,55633325.0,3.14,47.39,45.95,46.17,45.9,1.69,1.85,22.84,1.85,3014400000.0,3014400000.0,0.11,0.17,11.43,9.61
466,000612,焦作万方,13.4,2.6,0.34,853730.0,1127370588.29,5.97,13.56,12.78,13.12,13.06,1.05,7.17,13.23,2.28,15975471880.0,15965029930.0,0.07,0.15,40.61,21.6
467,601216,君正集团,5.91,2.6,0.15,3602470.0,2105445988.0,5.9,6.04,5.7,5.73,5.76,1.05,4.27,13.37,1.73,49868682775.0,49868682775.0,-0.17,-0.17,14.09,22.61
468,603500,祥和实业,13.42,2.6,0.34,110680.0,148269169.0,3.9,13.63,13.12,13.18,13.08,1.3,3.34,30.53,4.4,4466045101.0,4453205154.0,0.15,0.3,7.79,12.02
469,688606,奥泰生物,67.7,2.59,1.71,12143.0,83483543.0,5.15,71.0,67.6,68.0,65.99,2.48,1.53,21.21,1.38,5367313884.0,5367313884.0,-0.1,-0.13,-1.67,5.96
470,600265,ST景谷,19.79,2.59,0.5,5401.0,10600865.0,4.41,20.05,19.2,19.26,19.29,1.5,0.42,-9.05,295.65,2568742000.0,2568742000.0,0.41,0.15,-3.6,-1.49
471,600487,亨通光电,27.78,2.58,0.7,1682723.0,4666453522.0,4.14,28.2,27.08,27.4,27.08,1.2,6.88,21.63,2.23,68525888771.0,67927131653.0,0.0,0.04,29.45,12.33
472,002290,禾盛新材,58.2,2.56,1.45,80402.0,461712658.99,5.62,58.75,55.56,56.76,56.75,0.85,3.25,75.16,15.22,14440137606.0,14398124481.0,0.12,0.34,38.51,27.35
473,603313,梦百合,9.62,2.56,0.24,196498.0,187924239.0,4.16,9.69,9.3,9.4,9.38,1.7,3.44,25.59,1.49,5489045834.0,5489045834.0,0.0,0.0,0.31,8.09
474,300863,卡倍亿,58.0,2.55,1.44,102997.0,591803168.66,5.5,58.66,55.55,55.55,56.56,1.87,5.69,59.52,7.64,10914198488.0,10490392372.0,0.0,0.07,18.17,15.08
475,600683,京投发展,4.43,2.55,0.11,158326.0,69584560.0,4.17,4.47,4.29,4.32,4.32,1.33,2.14,-6.59,-25.38,3281644755.0,3281644755.0,0.23,0.45,-0.89,3.75
476,603558,健盛集团,11.65,2.55,0.29,55162.0,63908656.0,3.17,11.71,11.35,11.4,11.36,1.12,1.61,9.7,1.67,3991733271.0,3991733271.0,0.0,0.17,7.08,3.74
477,920198,微创光电,10.9,2.54,0.27,39921.0,43083892.78,3.29,10.99,10.64,10.65,10.63,0.61,5.67,-31.19,4.39,1758866205.0,768079433.0,0.28,0.74,-0.46,8.78
478,002588,史丹利,10.55,2.53,0.26,185163.0,192763070.24,3.6,10.56,10.19,10.26,10.29,1.25,2.16,11.18,1.66,12152460389.0,9058204364.0,0.0,0.09,11.52,5.71
479,600628,新世界,8.51,2.53,0.21,403342.0,340387923.0,4.46,8.6,8.23,8.33,8.3,1.43,6.24,64.03,1.3,5504909518.0,5504909518.0,0.12,0.12,13.77,8.27
480,000429,粤高速Ａ,11.73,2.53,0.29,114920.0,133423349.05,3.5,11.8,11.4,11.44,11.44,1.88,0.88,11.9,2.26,24525155858.0,15288059797.0,0.0,0.09,-0.17,-0.42
481,002160,常铝股份,6.08,2.53,0.15,1016641.0,609766139.06,4.55,6.08,5.81,5.95,5.93,1.07,9.86,128.32,1.69,6279309495.0,6266835293.0,0.0,0.16,11.36,16.92
482,000930,中粮科技,6.11,2.52,0.15,321214.0,194205133.43,3.19,6.13,5.94,5.96,5.96,1.93,1.73,107.43,1.06,11342863040.0,11342286769.0,0.0,0.16,2.17,5.89
483,603013,亚普股份,25.25,2.52,0.62,85052.0,211540829.0,5.6,25.56,24.18,24.35,24.63,1.14,1.66,23.27,2.88,12943131416.0,12943131416.0,0.04,0.12,8.14,2.35
484,603520,司太立,10.58,2.52,0.26,210851.0,224670889.0,5.33,10.9,10.35,10.41,10.32,2.0,4.81,120.69,1.78,4638376541.0,4638376541.0,-0.09,0.09,-1.86,12.55
485,000755,山西高速,5.29,2.52,0.13,191306.0,100345293.61,2.71,5.3,5.16,5.18,5.16,1.63,1.3,14.91,1.43,7762070937.0,7762070937.0,0.19,0.38,3.32,5.38
486,688350,富淼科技,27.0,2.51,0.66,52848.0,141568611.0,6.49,27.9,26.19,26.49,26.34,1.1,4.42,68.0,2.14,3226042539.0,3226042539.0,-0.33,-0.22,22.17,4.94
487,600258,首旅酒店,17.96,2.51,0.44,184504.0,326938395.0,3.54,18.0,17.38,17.51,17.52,0.79,1.65,19.93,1.66,20054192143.0,20054192143.0,0.17,0.22,25.59,7.22
488,603059,倍加洁,36.38,2.51,0.89,26300.0,95925555.0,4.59,37.08,35.45,35.45,35.49,0.66,2.62,35.56,3.47,3654323706.0,3654323706.0,0.0,0.17,5.97,20.94
489,600299,安迪苏,9.42,2.5,0.23,148070.0,138490422.0,2.94,9.43,9.16,9.2,9.19,1.88,0.55,21.97,1.46,29011520601.0,25263509992.0,0.0,0.0,-0.42,5.02
490,600486,扬农化工,74.15,2.49,1.8,50428.0,370121445.0,3.15,74.46,72.18,72.42,72.35,1.28,1.25,21.36,2.67,30054870476.0,29955758694.0,0.07,0.04,13.62,6.86
491,688807,优迅股份,197.88,2.48,4.78,30538.0,613611052.0,8.31,207.55,191.5,191.99,193.1,1.05,20.31,162.77,9.1,15830400000.0,2975255609.0,0.02,0.19,283.04,5.65
492,002992,宝明科技,48.8,2.48,1.18,43086.0,214356106.58,9.47,52.1,47.59,47.63,47.62,1.86,2.73,-1317.53,12.04,8826389388.0,7712327698.0,0.04,0.02,-9.02,2.5
493,688623,双元科技,112.98,2.48,2.73,15060.0,170039756.0,4.31,115.0,110.25,110.25,110.25,0.78,7.87,96.23,3.17,6681942246.0,2162742246.0,0.07,0.42,60.28,20.32
494,002146,荣盛发展,1.66,2.47,0.04,2814417.0,467879763.0,3.7,1.7,1.64,1.64,1.62,1.08,7.2,-1.75,0.61,7217951993.0,6493125443.0,0.0,0.0,1.84,1.22
495,600157,永泰能源,1.66,2.47,0.04,9156819.0,1501022078.0,3.7,1.67,1.61,1.63,1.62,1.25,4.2,137.27,0.77,36217488481.0,36217488481.0,0.0,0.0,0.61,5.73
496,600722,金牛化工,6.65,2.47,0.16,349294.0,230115349.0,4.78,6.74,6.43,6.45,6.49,0.63,5.13,94.18,3.66,4524125845.0,4524125845.0,-0.15,-0.45,-0.6,11.95
497,603903,中持股份,13.26,2.47,0.32,170798.0,227880023.0,6.88,13.74,12.85,12.9,12.94,1.88,6.69,53.35,2.17,3385536305.0,3385536305.0,-0.23,0.0,-17.13,-8.87
498,603311,金海高科,14.96,2.47,0.36,88871.0,132566939.0,6.44,15.44,14.5,14.57,14.6,0.73,3.77,34.57,2.57,3528823249.0,3528823249.0,0.2,0.27,28.97,-2.09
499,601801,皖新传媒,7.04,2.47,0.17,199163.0,139188835.0,3.2,7.09,6.87,6.87,6.87,0.88,1.02,10.82,1.15,13783835908.0,13783835908.0,0.0,0.0,7.81,8.64
500,000726,鲁  泰Ａ,7.46,2.47,0.18,186120.0,137171241.0,2.75,7.46,7.26,7.29,7.28,1.72,3.16,9.1,0.63,6097109623.0,4394818698.0,0.0,0.0,3.32,4.78
501,603605,珀莱雅,71.59,2.46,1.72,75613.0,537436517.0,3.28,71.99,69.7,69.87,69.87,1.43,1.91,20.73,5.05,28347921697.0,28347921697.0,0.0,0.07,-6.01,4.54
502,300051,琏升科技,8.75,2.46,0.21,460348.0,397499835.68,3.51,8.79,8.49,8.53,8.54,0.82,12.52,-27.09,20.1,3255154788.0,3217165131.0,0.46,1.04,29.44,35.66
503,000967,盈峰环境,7.12,2.45,0.17,361235.0,255807468.7,3.02,7.16,6.95,6.95,6.95,1.12,1.14,35.88,1.32,22548640589.0,22537905765.0,0.0,0.0,3.04,-3.0
504,603838,*ST四通,7.52,2.45,0.18,26903.0,20081667.0,3.41,7.55,7.3,7.35,7.34,2.0,0.84,-50.22,2.57,2406520320.0,2406520320.0,-0.13,-0.27,1.76,0.53
505,000902,新洋丰,16.75,2.45,0.4,190408.0,315725730.15,2.94,16.78,16.3,16.36,16.35,1.3,1.67,11.48,1.83,21016789056.0,19141612855.0,0.0,0.0,16.32,7.23
506,301090,华润材料,7.56,2.44,0.18,85463.0,63962908.0,2.85,7.57,7.36,7.41,7.38,1.22,0.58,-87.63,1.75,11131808381.0,11120199018.0,-0.13,0.0,-0.66,7.39
507,600530,交大昂立,6.72,2.44,0.16,78895.0,52099428.0,3.35,6.74,6.52,6.58,6.56,0.7,1.02,2201.23,16.36,5207462400.0,5207462400.0,-0.15,0.45,-18.74,4.35
508,002628,成都路桥,4.61,2.44,0.11,839322.0,385155612.18,6.44,4.74,4.45,4.53,4.5,3.63,11.13,-92.3,1.22,3490232913.0,3474947937.0,0.22,-0.22,-6.87,12.17
509,920519,万德股份,13.04,2.44,0.31,22823.0,29470260.83,2.91,13.1,12.73,12.73,12.73,1.43,3.62,78.07,2.27,1163925676.0,821446376.0,0.31,0.77,-5.58,8.4
510,002859,洁美科技,35.03,2.43,0.83,128498.0,448384270.65,3.86,35.43,34.11,34.32,34.2,1.56,3.17,64.36,5.15,15095734039.0,14208523519.0,0.11,0.03,8.08,26.92
511,000089,深圳机场,7.16,2.43,0.17,294933.0,209078636.62,2.72,7.17,6.98,7.0,6.99,2.2,1.44,23.53,1.27,14683509684.0,14683315605.0,0.0,0.0,-1.24,2.43
512,603191,望变电气,19.4,2.43,0.46,390819.0,749800496.0,7.13,19.94,18.59,18.94,18.94,1.24,11.84,59.75,2.58,6447656096.0,6402725696.0,0.0,0.0,28.22,30.99
513,002808,*ST恒久,5.51,2.42,0.13,112400.0,61882408.6,4.09,5.62,5.4,5.48,5.38,2.59,6.81,-45.06,5.68,1481088000.0,909182663.0,0.0,0.0,-1.43,9.76
514,002314,南山控股,2.96,2.42,0.07,592641.0,174405995.95,3.11,2.98,2.89,2.9,2.89,1.5,4.43,18.22,0.87,8015036238.0,3961300701.0,0.0,0.0,0.34,3.86
515,601577,长沙银行,9.36,2.41,0.22,273082.0,252881745.0,2.84,9.38,9.12,9.15,9.14,1.52,0.68,4.31,0.54,37641743137.0,37633598730.0,0.0,0.21,-1.99,-3.51
516,300680,隆盛科技,58.99,2.41,1.39,249752.0,1472903087.05,4.86,60.15,57.35,58.22,57.6,1.17,14.2,47.91,6.78,13432971441.0,10372691879.0,0.02,0.1,8.2,5.58
517,601001,晋控煤业,14.51,2.4,0.34,228129.0,326480954.0,3.6,14.53,14.02,14.13,14.17,1.47,1.36,14.27,1.29,24285387000.0,24285387000.0,0.0,0.07,-5.96,10.34
518,002558,巨人网络,51.14,2.4,1.2,690336.0,3561233986.79,5.91,53.35,50.4,51.8,49.94,1.52,3.57,52.38,6.52,98943146247.0,98943146247.0,0.12,0.27,26.68,18.13
519,002078,太阳纸业,15.81,2.4,0.37,267447.0,418835229.79,2.98,15.87,15.41,15.45,15.44,1.08,0.96,13.26,1.47,44181600231.0,43910617922.0,-0.13,-0.13,10.41,0.38
520,601128,常熟银行,7.25,2.4,0.17,1057200.0,759994717.0,2.68,7.25,7.06,7.07,7.08,2.24,3.19,5.37,0.81,24044769826.0,24044769826.0,0.14,0.14,2.26,2.98
521,688307,中润光学,47.86,2.4,1.12,83443.0,408398345.0,8.11,50.99,47.2,48.0,46.74,1.75,14.16,80.43,4.85,4248723640.0,2820070191.0,0.02,0.25,26.28,10.76
522,688661,和林微纳,91.5,2.38,2.13,97288.0,883341540.0,6.92,94.88,88.7,89.37,89.37,0.89,6.41,283.4,11.23,13897736079.0,13897736079.0,-0.51,0.37,87.73,76.78
523,300668,杰恩设计,31.35,2.38,0.73,56337.0,173441892.0,6.53,31.9,29.9,31.5,30.62,0.83,5.65,160.14,4.81,3773952909.0,3125402574.0,-0.03,-0.44,65.0,7.44
524,300198,ST纳川,2.59,2.37,0.06,226286.0,58181617.0,3.56,2.6,2.51,2.53,2.53,0.84,2.21,-18.49,144.39,2671710719.0,2657900763.0,0.0,0.39,14.1,1.17
525,002352,顺丰控股,39.8,2.37,0.92,615083.0,2441237443.05,3.52,40.08,38.71,38.88,38.88,1.81,1.29,18.11,2.04,200569330278.0,189926343225.0,0.0,0.05,-0.2,3.86
526,301108,洁雅股份,36.35,2.37,0.84,30025.0,109776440.64,6.96,37.8,35.33,35.52,35.51,1.56,4.63,45.19,2.18,4091419760.0,2358847973.0,-0.16,-0.11,1.65,9.29
527,300140,节能环境,7.34,2.37,0.17,365697.0,267111788.76,3.21,7.43,7.2,7.25,7.17,1.04,3.58,19.33,1.62,22747151897.0,7487689975.0,0.14,0.14,23.57,8.42
528,001322,箭牌家居,8.65,2.37,0.2,79067.0,68201796.53,4.14,8.77,8.42,8.49,8.45,1.39,1.01,192.78,1.77,8365959604.0,6795550720.0,0.0,0.0,4.22,-2.48
529,601003,柳钢股份,5.18,2.37,0.12,236527.0,121096270.0,2.57,5.18,5.05,5.07,5.06,1.18,0.92,15.1,1.47,13275268776.0,13275268776.0,0.0,0.19,0.78,2.98
530,000983,山西焦煤,6.94,2.36,0.16,688760.0,472187645.0,3.1,6.95,6.74,6.78,6.78,1.46,1.21,20.61,1.07,39399081349.0,39398839664.0,0.0,0.14,-5.96,8.1
531,600963,岳阳林纸,4.78,2.36,0.11,756827.0,362851355.0,5.57,4.94,4.68,4.71,4.67,2.48,4.31,38.87,1.05,8401174342.0,8401174342.0,0.0,0.21,4.14,2.36
532,600382,广东明珠,8.68,2.36,0.2,567734.0,485813872.0,4.83,8.74,8.33,8.41,8.48,1.95,8.18,19.34,2.22,6027462213.0,6027462213.0,0.23,-0.57,25.8,25.07
533,000568,泸州老窖,116.26,2.35,2.67,150079.0,1730220798.94,3.43,116.85,112.95,113.4,113.59,1.46,1.02,11.93,3.44,171127972618.0,170816839932.0,-0.03,0.08,-10.73,0.03
534,600667,太极实业,9.64,2.34,0.22,2280591.0,2175675769.0,5.84,9.8,9.25,9.3,9.42,1.27,10.9,34.23,2.33,20162466596.0,20162466596.0,0.0,0.21,8.31,20.95
535,002345,潮宏基,13.56,2.34,0.31,212206.0,287836880.62,4.6,13.8,13.19,13.25,13.25,0.69,2.45,28.51,3.4,12048232307.0,11760455315.0,0.0,0.07,4.31,8.48
536,603997,继峰股份,14.92,2.33,0.34,167283.0,248281923.0,4.18,15.05,14.44,14.63,14.58,1.2,1.31,56.7,3.66,18982191771.0,18982191771.0,0.13,0.07,17.02,7.34
537,688757,胜科纳米,30.68,2.33,0.7,39827.0,121231885.0,4.17,31.05,29.8,30.0,29.98,1.11,11.36,164.0,13.71,12373596390.0,1075173513.0,0.0,0.03,5.61,16.61
538,002356,赫美集团,4.4,2.33,0.1,932782.0,406492215.36,4.42,4.43,4.24,4.29,4.3,0.99,7.11,83.62,9.29,5769519892.0,5769486892.0,0.23,0.23,22.56,11.11
539,601015,陕西黑猫,3.95,2.33,0.09,796385.0,313410273.0,6.48,4.05,3.8,3.83,3.86,1.72,3.9,-8.11,1.43,8067865674.0,8067865674.0,0.0,0.0,-4.13,9.12
540,601618,中国中冶,3.09,2.32,0.07,2468385.0,755560173.0,2.98,3.1,3.01,3.02,3.02,1.01,1.38,12.1,0.61,64035983235.0,55164593235.0,0.0,0.0,-17.38,4.04
541,600310,广西能源,3.97,2.32,0.09,305041.0,119847330.0,3.09,3.97,3.85,3.88,3.88,1.37,2.08,55.79,1.91,5818871566.0,5818871566.0,0.25,0.25,-0.25,4.2
542,600533,栖霞建设,2.65,2.32,0.06,227968.0,60006699.0,3.09,2.66,2.58,2.59,2.59,1.28,2.17,198.37,0.86,2782500000.0,2782500000.0,-0.38,0.0,-8.93,3.52
543,600266,城建发展,6.62,2.32,0.15,3083878.0,2024295636.0,8.19,6.85,6.32,6.58,6.47,1.0,14.86,13.48,0.71,13741422016.0,13741422016.0,0.15,0.76,23.97,30.57
544,000672,上峰水泥,13.72,2.31,0.31,368238.0,502603499.64,5.15,13.97,13.28,13.4,13.41,1.43,3.8,18.89,1.5,13300105574.0,13300105574.0,0.0,0.0,23.72,5.62
545,601555,东吴证券,9.29,2.31,0.21,945126.0,873382741.0,2.64,9.31,9.07,9.08,9.08,1.46,1.9,11.8,1.09,46159249356.0,46159249356.0,0.0,0.11,-3.43,2.54
546,300834,星辉环材,24.49,2.3,0.55,31014.0,75577948.23,4.51,24.94,23.86,23.95,23.94,1.85,1.61,89.92,1.61,4744015525.0,4712531818.0,0.0,0.0,7.51,5.65
547,002193,如意集团,5.77,2.3,0.13,109737.0,63072201.63,4.43,5.85,5.6,5.64,5.64,1.07,4.19,-9.44,2.76,1510098724.0,1510090069.0,0.0,0.17,3.59,8.46
548,600308,华泰股份,4.02,2.29,0.09,310147.0,122972037.0,3.31,4.02,3.89,3.93,3.93,1.48,2.04,63.01,0.66,6097818108.0,6097818108.0,0.25,0.25,8.36,3.08
549,000909,ST数源,5.81,2.29,0.13,59499.0,34038426.17,3.7,5.85,5.64,5.74,5.68,1.93,1.36,-28.27,2.56,2543119763.0,2543098412.0,0.17,0.0,0.87,4.31
550,300576,容大感光,44.31,2.29,0.99,211517.0,916998467.75,4.29,44.36,42.5,43.7,43.32,0.68,9.09,123.1,9.59,16233747115.0,10308903570.0,0.05,0.36,20.18,14.94
551,600668,尖峰集团,11.68,2.28,0.26,112094.0,130404475.0,2.89,11.73,11.4,11.4,11.42,2.04,2.71,5.57,0.84,4822678938.0,4822678938.0,0.0,0.0,-1.68,3.36
552,301459,丰茂股份,51.6,2.28,1.15,63705.0,328699588.13,8.9,53.8,49.31,50.99,50.45,2.51,24.41,47.44,4.31,5372685912.0,1346707936.0,0.0,0.1,26.07,16.27
553,300667,必创科技,19.28,2.28,0.43,160339.0,308110844.75,4.51,19.5,18.65,18.86,18.85,1.17,9.29,-247.12,3.48,3945382832.0,3328315539.0,0.05,-0.05,20.73,9.05
554,002010,传化智联,6.75,2.27,0.15,773592.0,518252099.61,3.18,6.79,6.58,6.61,6.6,1.21,2.81,21.97,1.04,18657208629.0,18610160778.0,0.3,0.3,7.31,16.18
555,603192,汇得科技,28.38,2.27,0.63,94988.0,264199296.0,6.49,28.68,26.88,27.75,27.75,1.77,6.81,39.63,2.52,4022990354.0,3956355533.0,-0.04,0.21,-9.04,8.16
556,301162,国能日新,64.98,2.27,1.44,28928.0,186782410.25,4.38,65.85,63.07,64.0,63.54,0.71,3.39,85.66,5.63,8615290386.0,5537956109.0,0.0,-0.15,16.87,26.77
557,301189,奥尼电子,43.43,2.26,0.96,58356.0,257163230.77,9.21,45.96,42.05,42.41,42.47,1.53,5.22,-42.11,2.41,5055098475.0,4853644424.0,0.09,0.0,24.66,-0.14
558,301109,军信股份,15.86,2.26,0.35,131051.0,205325334.3,2.84,15.86,15.42,15.54,15.51,1.32,5.68,15.51,1.64,12515139354.0,3657658941.0,0.0,0.0,9.08,5.73
