code,name,price,change,open,high,low,vol,timestamp
sh000001,上证指数,4116.3659,0.06,4116.3659,4116.3659,4116.3659,5599152.0,2026-01-20T09:29:28.268342
sz399006,创业板指,3340.456,0.09,3340.456,3340.456,3340.456,164296744.0,2026-01-20T09:29:28.268342
sh600519,贵州茅台,1379.5,0.25,1379.5,1379.5,1379.5,24000.0,2026-01-20T09:29:28.268342
sh000001,上证指数,4117.1774,0.08,4116.3659,4118.1183,4116.3659,12702815.0,2026-01-20T09:30:28.308301
sz399006,创业板指,3345.227,0.23,3340.456,3345.274,3340.456,575844583.0,2026-01-20T09:30:28.308301
sh600519,贵州茅台,1377.08,0.08,1379.5,1379.96,1377.08,49108.0,2026-01-20T09:30:28.308301
sh000001,上证指数,4121.1008,0.17,4116.3659,4121.1268,4116.3659,27806983.0,2026-01-20T09:31:28.366042
sz399006,创业板指,3345.44,0.23,3340.456,3347.944,3340.456,1156870696.0,2026-01-20T09:31:28.366042
sh600519,贵州茅台,1377.84,0.13,1379.5,1379.96,1377.0,82200.0,2026-01-20T09:31:28.366042
sh000001,上证指数,4121.7332,0.19,4116.3659,4123.4172,4116.3659,38180076.0,2026-01-20T09:32:28.416630
sz399006,创业板指,3343.367,0.17,3340.456,3347.944,3340.456,1620929195.0,2026-01-20T09:32:28.416630
sh600519,贵州茅台,1377.92,0.14,1379.5,1379.96,1377.0,102800.0,2026-01-20T09:32:28.416630
sh000001,上证指数,4103.5886,-0.25,4116.3659,4128.9304,4080.2938,517039302.0,2026-01-20T13:21:09.608556
sz399006,创业板指,3270.445,-2.01,3340.456,3347.944,3262.678,19036964775.0,2026-01-20T13:21:09.608556
sh600519,贵州茅台,1376.27,0.02,1379.5,1381.58,1372.05,2368170.0,2026-01-20T13:21:09.608556
sh000001,上证指数,4103.137,-0.26,4116.3659,4128.9304,4080.2938,519044276.0,2026-01-20T13:22:09.665072
sz399006,创业板指,3270.066,-2.02,3340.456,3347.944,3262.678,19115635497.0,2026-01-20T13:22:09.665072
sh600519,贵州茅台,1377.25,0.09,1379.5,1381.58,1372.05,2377670.0,2026-01-20T13:22:09.665072
sh000001,上证指数,4107.2997,-0.16,4116.3659,4128.9304,4080.2938,523514582.0,2026-01-20T13:24:15.027892
sz399006,创业板指,3273.468,-1.92,3340.456,3347.944,3262.678,19246094067.0,2026-01-20T13:24:15.027892
sh600519,贵州茅台,1376.5,0.04,1379.5,1381.58,1372.05,2392370.0,2026-01-20T13:24:15.027892
sh000001,上证指数,4104.1242,-0.24,4116.3659,4128.9304,4080.2938,525426677.0,2026-01-20T13:25:15.074609
sz399006,创业板指,3270.271,-2.02,3340.456,3347.944,3262.678,19307761760.0,2026-01-20T13:25:15.074609
sh600519,贵州茅台,1375.6,-0.03,1379.5,1381.58,1372.05,2437385.0,2026-01-20T13:25:15.074609
sh000001,上证指数,4106.0913,-0.19,4116.3659,4128.9304,4080.2938,527380564.0,2026-01-20T13:26:15.113894
sz399006,创业板指,3276.48,-1.83,3340.456,3347.944,3262.678,19379440993.0,2026-01-20T13:26:15.113894
sh600519,贵州茅台,1375.57,-0.03,1379.5,1381.58,1372.05,2451085.0,2026-01-20T13:26:15.113894
sh000001,上证指数,4108.4361,-0.14,4116.3659,4128.9304,4080.2938,529642231.0,2026-01-20T13:27:15.213180
sz399006,创业板指,3280.473,-1.71,3340.456,3347.944,3262.678,19440666654.0,2026-01-20T13:27:15.213180
sh600519,贵州茅台,1375.15,-0.06,1379.5,1381.58,1372.05,2468685.0,2026-01-20T13:27:15.213180
sh000001,上证指数,4110.1511,-0.09,4116.3659,4128.9304,4080.2938,532388269.0,2026-01-20T13:28:46.756213
sz399006,创业板指,3285.232,-1.57,3340.456,3347.944,3262.678,19521431727.0,2026-01-20T13:28:46.756213
sh600519,贵州茅台,1375.57,-0.03,1379.5,1381.58,1372.05,2489585.0,2026-01-20T13:28:46.756213
