序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,9.961190223693848,8.5,38143691,6985834267.5,7180164608.0,0.5460148453712463,856420959,092500,092500,0,1/1,1,半导体
2,002358,森源电气,10.0,7.81,156456723,7261392032.62,7261401982.559999,2.1546380519866943,179838519,092500,092500,0,3/3,3,电网设备
3,002498,汉缆股份,10.0,5.28,93709187,17565482880.0,17565482880.0,0.5334848165512085,534046909,092500,092500,0,3/3,3,电网设备
4,002931,锋龙股份,10.004413604736328,74.77,37260209,15047726288.56,16337682853.119999,0.2476135492324829,1915253663,092500,092500,0,15/15,2,通用设备
5,600986,浙文互联,10.044150352478027,9.97,1693308736,14829119398.140001,14829119418.080002,11.422075271606445,198393388,092500,102239,2,8/4,1,文化传媒
6,603078,江化微,9.990663528442383,23.56,86030400,9085613562.88,9085613562.88,0.9468859434127808,811657431,092502,092502,0,2/2,1,电子化学
7,600391,航发科技,9.995241165161133,46.22,739522688,15258579342.74,15258579019.199999,4.8490424156188965,162360552,093019,093019,0,2/2,2,航天航空
8,601616,广电电气,9.920635223388672,5.54,397073136,4729361267.26,4729361228.4800005,8.495391845703125,199971840,093040,093040,0,3/3,3,电网设备
9,002969,嘉美包装,10.0,18.92,450557456,19234380925.760002,19350393673.600002,2.3449819087982178,158161607,093048,093048,0,23/16,2,包装材料
10,002201,九鼎新材,10.023677825927734,13.94,2643443024,8392206474.799999,9083809185.6,32.081321716308594,60244776,093115,141818,7,5/3,2,玻璃玻纤
11,601677,明泰铝业,9.986772537231445,16.63,829870960,20255450207.01,20679798000.16,4.135257244110107,197919400,093308,093308,0,1/1,1,有色金属
12,600187,国中水务,9.960159301757812,2.76,217377578,4454035844.28,4454035847.04,4.925796031951904,58692780,093414,093605,1,1/1,1,公用事业
13,603926,铁流股份,10.004953384399414,22.21,311220752,5126925550.31,5213055930.31,6.219472408294678,53017180,093426,093950,2,2/2,2,汽车零部
14,688380,中微半导,19.99419593811035,41.35,776488496,6990837750.0,16555093080.800001,11.411065101623535,319792216,093451,093551,1,1/1,1,半导体
15,002546,新联电子,10.011000633239746,10.0,1917744256,8012320960.0,8340491040.0,24.3731689453125,31410200,093527,110406,2,4/3,2,电网设备
16,603421,鼎信通讯,10.0,7.92,285225296,5165348847.12,5165348855.04,5.591980457305908,62277779,093603,093821,1,1/1,1,通信服务
17,003039,顺控发展,9.982383728027344,18.73,229186441,11566125812.9,11566125925.28,2.0192723274230957,206144253,093651,093651,0,1/1,1,公用事业
18,003035,南网能源,9.9609375,5.63,510684208,21325757570.81,21325757553.92,2.4382824897766113,152261266,093733,093733,0,1/1,1,专业服务
19,002208,合肥城建,10.034602165222168,15.9,1144619504,12769041689.7,12772341019.2,9.17555046081543,165717384,094115,102657,2,3/2,1,房地产开
20,600955,维远股份,9.9893159866333,20.59,456082192,11324500000.0,11324500000.0,4.118850231170654,57044595,094134,094325,2,1/1,1,化学原料
21,600649,城投控股,10.107526779174805,5.12,449561424,12823043932.16,12823043932.16,3.5666534900665283,125157591,094216,095158,1,1/1,1,房地产开
22,603320,迪贝电气,9.990530014038086,23.23,179956658,3464666295.69,3464666295.69,5.2786545753479,129902113,094628,094628,0,4/2,1,电机
23,002291,遥望科技,10.014727592468262,7.47,538081760,6492365766.9,6988523839.2,8.536439895629883,317594520,094906,094906,0,1/1,1,互联网服
24,603916,苏博特,10.046082496643066,11.94,240385427,5018684953.62,5089966789.44,4.931251525878906,147950665,095210,095210,0,1/1,1,化学制品
25,603616,韩建河山,10.070671081542969,6.23,205654294,2394145390.0,2437911140.0,8.815176010131836,82556178,095254,095254,0,1/1,1,水泥建材
26,605089,味知香,10.003650665283203,30.13,152652255,4157940000.0,4157940000.0,3.740138292312622,116726663,095353,095353,0,1/1,1,食品饮料
