序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,9.961190223693848,8.5,37026791,6985834267.5,7180164608.0,0.5300267338752747,974902459,092500,092500,0,1/1,1,半导体
2,002358,森源电气,10.0,7.81,154198071,7261392032.62,7261401982.559999,2.123533248901367,176643448,092500,092500,0,3/3,3,电网设备
3,002498,汉缆股份,10.0,5.28,91218384,17565482880.0,17565482880.0,0.5193047523498535,618138000,092500,092500,0,3/3,3,电网设备
4,002931,锋龙股份,10.004413604736328,74.77,35278804,15047726288.56,16337682853.119999,0.23444607853889465,2072921162,092500,092500,0,15/15,2,通用设备
5,600986,浙文互联,10.044150352478027,9.97,1517494688,14829119398.140001,14829119418.080002,10.236475944519043,394731681,092500,102239,2,8/4,1,文化传媒
6,603078,江化微,9.990663528442383,23.56,84748689,9085613562.88,9085613562.88,0.9327789545059204,886050534,092502,092502,0,2/2,1,电子化学
7,002995,天地在线,10.019742965698242,22.29,316429344,2505779566.3199997,3955460359.2,12.700239181518555,50266179,093009,093009,0,2/2,2,文化传媒
8,600391,航发科技,9.995241165161133,46.22,711559584,15258579342.74,15258579019.199999,4.665781021118164,181195202,093019,093019,0,2/2,2,航天航空
9,601616,广电电气,9.920635223388672,5.54,391248384,4729361267.26,4729361228.4800005,8.37222957611084,210374298,093040,093040,0,3/3,3,电网设备
10,002969,嘉美包装,10.0,18.92,445604064,19234380925.760002,19350393673.600002,2.3192291259765625,163671244,093048,093048,0,23/16,2,包装材料
11,002201,九鼎新材,10.023677825927734,13.94,2485264448,8392206474.799999,9083809185.6,30.1961612701416,96238790,093115,133100,5,5/3,2,玻璃玻纤
12,601677,明泰铝业,9.986772537231445,16.63,818056688,20255450207.01,20679798000.16,4.076930522918701,256548798,093308,093308,0,1/1,1,有色金属
13,600187,国中水务,9.960159301757812,2.76,213442646,4454035844.28,4454035847.04,4.837450981140137,64238724,093414,093605,1,1/1,1,公用事业
14,603926,铁流股份,10.004953384399414,22.21,307529536,5126925550.31,5213055930.31,6.147475719451904,63455791,093426,093950,2,2/2,2,汽车零部
15,688380,中微半导,19.99419593811035,41.35,756237920,6990837750.0,16555093080.800001,11.121392250061035,425135393,093451,093551,1,1/1,1,半导体
16,002546,新联电子,10.011000633239746,10.0,1903574448,8012320960.0,8340491040.0,24.196319580078125,46494990,093527,110406,2,4/3,2,电网设备
17,603421,鼎信通讯,10.0,7.92,278608928,5165348847.12,5165348855.04,5.463889122009277,72428051,093603,093821,1,1/1,1,通信服务
18,003039,顺控发展,9.982383728027344,18.73,226878905,11566125812.9,11566125925.28,1.9993215799331665,232426189,093651,093651,0,1/1,1,公用事业
19,003035,南网能源,9.9609375,5.63,494655920,21325757570.81,21325757553.92,2.3631231784820557,229452186,093733,093733,0,1/1,1,专业服务
20,002208,合肥城建,10.034602165222168,15.9,1132642672,12769041689.7,12772341019.2,9.081753730773926,202994298,094115,102657,2,3/2,1,房地产开
