序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,9.961190223693848,8.5,37006391,6985834267.5,7180164608.0,0.52973473072052,982263459,092500,092500,0,1/1,1,半导体
2,002358,森源电气,10.0,7.81,154144182,7261392032.62,7261401982.559999,2.122791051864624,177554875,092500,092500,0,3/3,3,电网设备
3,002498,汉缆股份,10.0,5.28,90757968,17565482880.0,17565482880.0,0.5166835784912109,621840864,092500,092500,0,3/3,3,电网设备
4,002931,锋龙股份,10.004413604736328,74.77,35039540,15047726288.56,16337682853.119999,0.23285603523254395,2075246509,092500,092500,0,15/15,2,通用设备
5,600986,浙文互联,10.044150352478027,9.97,1516367088,14829119398.140001,14829119418.080002,10.22887134552002,407707636,092500,102239,2,8/4,1,文化传媒
6,603078,江化微,9.990663528442383,23.56,84680365,9085613562.88,9085613562.88,0.9320269227027893,889330086,092502,092502,0,2/2,1,电子化学
7,002995,天地在线,10.019742965698242,22.29,312557584,2505779566.3199997,3955460359.2,12.545724868774414,58205877,093009,093009,0,2/2,2,文化传媒
8,600391,航发科技,9.995241165161133,46.22,709160768,15258579342.74,15258579019.199999,4.650059700012207,183718814,093019,093019,0,2/2,2,航天航空
9,601616,广电电气,9.920635223388672,5.54,390863904,4729361267.26,4729361228.4800005,8.364100456237793,211865666,093040,093040,0,3/3,3,电网设备
10,002969,嘉美包装,10.0,18.92,445062960,19234380925.760002,19350393673.600002,2.316415786743164,164026940,093048,093048,0,23/16,2,包装材料
11,002201,九鼎新材,10.023677825927734,13.94,2480423088,8392206474.799999,9083809185.6,30.138471603393555,101028574,093115,133100,5,5/3,2,玻璃玻纤
12,601677,明泰铝业,9.986772537231445,16.63,816995680,20255450207.01,20679798000.16,4.07169246673584,257849264,093308,093308,0,1/1,1,有色金属
13,600187,国中水务,9.960159301757812,2.76,213336110,4454035844.28,4454035847.04,4.83505916595459,66385176,093414,093605,1,1/1,1,公用事业
14,603926,铁流股份,10.004953384399414,22.21,307394048,5126925550.31,5213055930.31,6.144833564758301,63593493,093426,093950,2,2/2,2,汽车零部
15,688380,中微半导,19.99419593811035,41.35,755239024,6990837750.0,16555093080.800001,11.10710334777832,439573738,093451,093551,1,1/1,1,半导体
16,002546,新联电子,10.011000633239746,10.0,1902972448,8012320960.0,8340491040.0,24.188804626464844,46164990,093527,110406,2,4/3,2,电网设备
17,603421,鼎信通讯,10.0,7.92,278165408,5165348847.12,5165348855.04,5.4553022384643555,72937307,093603,093821,1,1/1,1,通信服务
18,003039,顺控发展,9.982383728027344,18.73,226596082,11566125812.9,11566125925.28,1.9968762397766113,236786533,093651,093651,0,1/1,1,公用事业
19,003035,南网能源,9.9609375,5.63,493902864,21325757570.81,21325757553.92,2.3595919609069824,246692693,093733,093733,0,1/1,1,专业服务
20,002208,合肥城建,10.034602165222168,15.9,1131965328,12769041689.7,12772341019.2,9.076449394226074,202840068,094115,102657,2,3/2,1,房地产开
21,600955,维远股份,9.9893159866333,20.59,445678064,11324500000.0,11324500000.0,4.0269775390625,66756898,094134,094325,2,1/1,1,化学原料
22,600649,城投控股,10.107526779174805,5.12,445134384,12823043932.16,12823043932.16,3.5321295261383057,159851002,094216,095158,1,1/1,1,房地产开
23,603320,迪贝电气,9.990530014038086,23.23,178740336,3464666295.69,3464666295.69,5.243548393249512,132888562,094628,094628,0,4/2,1,电机
24,002291,遥望科技,10.014727592468262,7.47,526320240,6492365766.9,6988523839.2,8.355280876159668,365078322,094906,094906,0,1/1,1,互联网服
25,603916,苏博特,10.046082496643066,11.94,234804671,5018684953.62,5089966789.44,4.820052146911621,173770915,095210,095210,0,1/1,1,化学制品
26,603616,韩建河山,10.070671081542969,6.23,200209274,2394145390.0,2437911140.0,8.587745666503906,93797590,095254,095254,0,1/1,1,水泥建材
27,605089,味知香,10.003650665283203,30.13,147570408,4157940000.0,4157940000.0,3.617918014526367,126822141,095353,095353,0,1/1,1,食品饮料
