序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,9.961190223693848,8.5,36491291,6985834267.5,7180164608.0,0.5223612189292908,997093409,092500,092500,0,1/1,1,半导体
2,002358,森源电气,10.0,7.81,151511423,7261392032.62,7261401982.559999,2.086534023284912,175296231,092500,092500,0,3/3,3,电网设备
3,002498,汉缆股份,10.0,5.28,89558352,17565482880.0,17565482880.0,0.5098541975021362,640349904,092500,092500,0,3/3,3,电网设备
4,002931,锋龙股份,10.004413604736328,74.77,33294408,15047726288.56,16337682853.119999,0.2212587296962738,2167874575,092500,092500,0,15/15,2,通用设备
5,600986,浙文互联,10.044150352478027,9.97,1509174720,14829119398.140001,14829119418.080002,10.180370330810547,440780120,092500,102239,2,8/4,1,文化传媒
6,603078,江化微,9.990663528442383,23.56,83723358,9085613562.88,9085613562.88,0.9214937090873718,910449742,092502,092502,0,2/2,1,电子化学
7,002995,天地在线,10.019742965698242,22.29,309597472,2505779566.3199997,3955460359.2,12.427594184875488,62635256,093009,093009,0,2/2,2,文化传媒
8,600391,航发科技,9.995241165161133,46.22,699690288,15258579342.74,15258579019.199999,4.587993144989014,189630352,093019,093019,0,2/2,2,航天航空
9,601616,广电电气,9.920635223388672,5.54,387813584,4729361267.26,4729361228.4800005,8.299602508544922,218172956,093040,093040,0,3/3,3,电网设备
10,002969,嘉美包装,10.0,18.92,443345024,19234380925.760002,19350393673.600002,2.3074841499328613,170586504,093048,093048,0,23/16,2,包装材料
11,002201,九鼎新材,10.023677825927734,13.94,2232810464,8392206474.799999,9083809185.6,27.1837100982666,142604429,093115,103054,2,5/3,2,玻璃玻纤
12,601677,明泰铝业,9.986772537231445,16.63,812320992,20255450207.01,20679798000.16,4.048614025115967,280602430,093308,093308,0,1/1,1,有色金属
13,600187,国中水务,9.960159301757812,2.76,211155986,4454035844.28,4454035847.04,4.786111831665039,69303324,093414,093605,1,1/1,1,公用事业
14,603926,铁流股份,10.004953384399414,22.21,304863936,5126925550.31,5213055930.31,6.095483779907227,56913125,093426,093950,2,2/2,2,汽车零部
15,688380,中微半导,19.99419593811035,41.35,748207136,6990837750.0,16555093080.800001,11.006516456604004,491905513,093451,093551,1,1/1,1,半导体
16,002546,新联电子,10.011000633239746,10.0,1892018448,8012320960.0,8340491040.0,24.052091598510742,69996000,093527,110406,2,4/3,2,电网设备
17,603421,鼎信通讯,10.0,7.92,276506176,5165348847.12,5165348855.04,5.423180103302002,80045507,093603,093821,1,1/1,1,通信服务
18,003039,顺控发展,9.982383728027344,18.73,223932676,11566125812.9,11566125925.28,1.973848581314087,250880858,093651,093651,0,1/1,1,公用事业
