序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,9.961190223693848,8.5,38190441,6985834267.5,7180164608.0,0.5466840267181396,856237359,092500,092500,0,1/1,1,半导体
2,002358,森源电气,10.0,7.81,157065122,7261392032.62,7261401982.559999,2.1630167961120605,178007855,092500,092500,0,3/3,3,电网设备
3,002498,汉缆股份,10.0,5.28,93834851,17565482880.0,17565482880.0,0.5342002511024475,530989261,092500,092500,0,3/3,3,电网设备
4,002931,锋龙股份,10.004413604736328,74.77,37566766,15047726288.56,16337682853.119999,0.249650776386261,1881659502,092500,092500,0,15/15,2,通用设备
5,600986,浙文互联,10.044150352478027,9.97,1694673632,14829119398.140001,14829119418.080002,11.431280136108398,191470220,092500,102239,2,8/4,1,文化传媒
6,603078,江化微,9.990663528442383,23.56,86035112,9085613562.88,9085613562.88,0.9469378590583801,805574239,092502,092502,0,2/2,1,电子化学
7,600391,航发科技,9.995241165161133,46.22,740017232,15258579342.74,15258579019.199999,4.852283477783203,172986530,093019,093019,0,2/2,2,航天航空
8,601616,广电电气,9.920635223388672,5.54,397586144,4729361267.26,4729361228.4800005,8.50623893737793,198734204,093040,093040,0,3/3,3,电网设备
9,002969,嘉美包装,10.0,18.92,450740976,19234380925.760002,19350393673.600002,2.3459360599517822,159096255,093048,093048,0,23/16,2,包装材料
10,002201,九鼎新材,10.023677825927734,13.94,2646035872,8392206474.799999,9083809185.6,32.11221694946289,65081956,093115,141818,7,5/3,2,玻璃玻纤
11,601677,明泰铝业,9.986772537231445,16.63,830336608,20255450207.01,20679798000.16,4.137556076049805,197558529,093308,093308,0,1/1,1,有色金属
12,600187,国中水务,9.960159301757812,2.76,217527998,4454035844.28,4454035847.04,4.929173469543457,58389732,093414,093605,1,1/1,1,公用事业
13,603926,铁流股份,10.004953384399414,22.21,311447296,5126925550.31,5213055930.31,6.223891258239746,52792859,093426,093950,2,2/2,2,汽车零部
14,688380,中微半导,19.99419593811035,41.35,778774864,6990837750.0,16555093080.800001,11.443770408630371,305188471,093451,093551,1,1/1,1,半导体
15,603421,鼎信通讯,10.0,7.92,285491408,5165348847.12,5165348855.04,5.597132205963135,61916627,093603,093821,1,1/1,1,通信服务
16,003039,顺控发展,9.982383728027344,18.73,229343773,11566125812.9,11566125925.28,2.020632743835449,205788383,093651,093651,0,1/1,1,公用事业
17,003035,南网能源,9.9609375,5.63,511542784,21325757570.81,21325757553.92,2.4423084259033203,143349539,093733,093733,0,1/1,1,专业服务
18,002208,合肥城建,10.034602165222168,15.9,1145245968,12769041689.7,12772341019.2,9.180456161499023,164782464,094115,102657,2,3/2,1,房地产开
19,600955,维远股份,9.9893159866333,20.59,456224256,11324500000.0,11324500000.0,4.120104789733887,56560730,094134,094325,2,1/1,1,化学原料
20,600649,城投控股,10.107526779174805,5.12,449688912,12823043932.16,12823043932.16,3.567647933959961,125370583,094216,095158,1,1/1,1,房地产开
21,603320,迪贝电气,9.990530014038086,23.23,180012410,3464666295.69,3464666295.69,5.280263900756836,129669813,094628,094628,0,4/2,1,电机
22,002291,遥望科技,10.014727592468262,7.47,538733888,6492365766.9,6988523839.2,8.54648494720459,316698867,094906,094906,0,1/1,1,互联网服
23,603916,苏博特,10.046082496643066,11.94,240733120,5018684953.62,5089966789.44,4.9381794929504395,147569540,095210,095210,0,1/1,1,化学制品
24,603616,韩建河山,10.070671081542969,6.23,206205026,2394145390.0,2437911140.0,8.838179588317871,81531343,095254,095254,0,1/1,1,水泥建材
25,605089,味知香,10.003650665283203,30.13,152661294,4157940000.0,4157940000.0,3.7403557300567627,116554922,095353,095353,0,1/1,1,食品饮料
26,000048,京基智农,10.006540298461914,16.82,284392816,8853367631.0,8919347545.92,3.299268960952759,320762832,095606,095606,0,1/1,1,农牧饲渔
27,600774,汉商集团,10.018903732299805,11.64,487403072,3431962404.84,3434177136.0,14.840919494628906,81977028,095722,095919,1,2/2,2,化学制药
28,002810,山东赫达,10.0,17.49,327062656,5644195556.339999,6095308934.879999,5.972701549530029,237626013,100527,100527,0,1/1,1,化学制品
29,002165,红 宝 丽,9.96216869354248,8.72,715916208,6344929205.120001,6411553004.8,11.627632141113281,384906032,100833,100833,0,1/1,1,化学制品
30,605366,宏柏新材,10.077519416809082,7.1,314871440,4616126975.9,4616127025.599999,7.003577709197998,93703350,100905,100905,0,1/1,1,化学制品
