序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,10.0,9.35,37445815,7684417694.25,7898181068.799999,0.4872954189777374,1097574060,092500,092500,0,2/2,2,半导体
2,000880,潍柴重机,10.003290176391602,33.43,350162464,7589505924.0,15506466988.64,4.613771438598633,827431278,092500,092500,0,1/1,1,通用设备
3,002279,久其软件,10.046189308166504,9.53,219556629,7526101635.969999,8216831413.919999,2.917268991470337,531633232,092500,092500,0,1/1,1,软件开发
4,002931,锋龙股份,10.004012107849121,82.25,139459152,16553102678.0,17972106656.0,0.8424955606460571,1938537748,092500,092500,0,16/16,3,通用设备
5,301023,奕帆传动,20.0,55.92,187038196,2337795546.2400002,4371079068.0,8.000622749328613,227832283,092500,092500,0,1/1,1,电机
6,603078,江化微,10.016977310180664,25.92,32507698,9995717468.16,9995717468.16,0.32521626353263855,740929550,092503,092503,0,3/3,2,电子化学
7,002876,三利谱,10.011919021606445,27.69,131160921,4124409162.9,4814873767.08,3.180243492126465,168359630,093000,093000,0,1/1,1,光学光电
8,301031,中熔电气,20.0,143.4,676693744,9868455312.0,14099443632.0,6.86408805847168,377131388,093000,093000,0,1/1,1,电网设备
9,002809,红墙股份,10.0,13.31,345693264,1851666968.8,2816561217.03,18.78790283203125,121295281,093012,093142,2,2/2,2,化学制品
10,603608,天创时尚,10.050251007080078,10.95,155478965,4595901916.5,4595901938.4,3.4129562377929688,133034835,093100,093109,1,1/1,1,纺织服装
11,002437,誉衡药业,10.031347274780273,3.51,656376912,7368291333.0,7834418729.28,8.961530685424805,165374001,093145,094815,1,1/1,1,化学制药
12,000048,京基智农,9.98810863494873,18.5,503594528,9737651675.0,9810221736.0,5.2275519371032715,102766704,093151,095051,3,2/2,2,农牧饲渔
13,002498,汉缆股份,10.03787899017334,5.81,1644429632,19328684760.0,19328684760.0,8.59369945526123,310822037,093154,093154,0,4/4,4,电网设备
14,601616,广电电气,9.9277982711792,6.09,1679532656,5198882692.71,5198882650.08,33.8158073425293,128833578,093217,103014,2,4/4,4,电网设备
15,603023,威帝股份,10.09009075164795,6.11,382590880,3410097356.77,3410097362.88,11.336167335510254,130096564,093307,110543,1,1/1,1,汽车零部
16,002995,天地在线,10.005078315734863,21.66,418573104,2434956725.28,3843664036.8,17.658662796020508,274324094,093312,093312,0,3/2,1,文化传媒
17,000066,中国长城,10.0,17.82,2223934048,57480010913.16,57483739748.16,3.938577175140381,1866640651,093315,093315,0,1/1,1,计算机设
18,600841,动力新科,10.0,7.92,269491968,8260753913.28,10991548592.64,3.3684024810791016,169778957,093551,093551,0,4/2,1,汽车整车
19,688047,龙芯中科,20.0,177.72,2053036640,71265720000.0,71265720000.0,2.991230010986328,738082889,093618,093821,1,1/1,1,半导体
20,603926,铁流股份,9.995497703552246,24.43,729731040,5639387266.73,5734126806.73,13.126866340637207,62218201,093737,101510,2,3/3,3,汽车零部
21,603991,至正股份,10.0,86.13,231104569,6419699377.74,13152887322.3,3.698396921157837,149065191,093947,093947,0,1/1,1,塑料制品
