序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,10.0,9.35,41204515,7684417694.25,7898181068.799999,0.5362086892127991,901205360,092500,092500,0,2/2,2,半导体
2,000880,潍柴重机,10.003290176391602,33.43,390882784,7589505924.0,15506466988.64,5.150306224822998,678591658,092500,092500,0,1/1,1,通用设备
3,002165,红 宝 丽,9.97706413269043,9.59,2745870656,6977966866.64,7051237765.599999,39.703426361083984,179697439,092500,130906,3,2/2,2,化学制品
4,002279,久其软件,10.046189308166504,9.53,231111706,7526101635.969999,8216831413.919999,3.0708024501800537,404610769,092500,092500,0,1/1,1,软件开发
5,002931,锋龙股份,10.004012107849121,82.25,170512475,16553102678.0,17972106656.0,1.030093789100647,1614180925,092500,092500,0,16/16,3,通用设备
6,301023,奕帆传动,20.0,55.92,191002365,2337795546.2400002,4371079068.0,8.170190811157227,192910802,092500,092500,0,1/1,1,电机
7,603078,江化微,10.016977310180664,25.92,41153443,9995717468.16,9995717468.16,0.4117107391357422,594373852,092503,092503,0,3/3,2,电子化学
8,002876,三利谱,10.011919021606445,27.69,152784042,4124409162.9,4814873767.08,3.7045154571533203,126658490,093000,093000,0,1/1,1,光学光电
9,301031,中熔电气,20.0,143.4,715127104,9868455312.0,14099443632.0,7.253544330596924,279645917,093000,093000,0,1/1,1,电网设备
10,002809,红墙股份,10.0,13.31,362376688,1851666968.8,2816561217.03,19.68889808654785,96125405,093012,093142,2,2/2,2,化学制品
11,603608,天创时尚,10.050251007080078,10.95,168443984,4595901916.5,4595901938.4,3.6950557231903076,101620161,093100,093109,1,1/1,1,纺织服装
12,002437,誉衡药业,10.031347274780273,3.51,689087216,7368291333.0,7834418729.28,9.405464172363281,107086663,093145,094815,1,1/1,1,化学制药
13,000048,京基智农,9.98810863494873,18.5,521515488,9737651675.0,9810221736.0,5.411589622497559,86923304,093151,095051,3,2/2,2,农牧饲渔
14,601616,广电电气,9.9277982711792,6.09,2222112400,5198882692.71,5198882650.08,44.293392181396484,47433792,093217,144332,5,4/4,4,电网设备
15,603023,威帝股份,10.09009075164795,6.11,407579712,3410097356.77,3410097362.88,12.06895637512207,67942442,093307,110543,1,1/1,1,汽车零部
