序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000670,盈方微,10.0,9.35,37543055,7684417694.25,7898181068.799999,0.48856082558631897,1096474500,092500,092500,0,2/2,2,半导体
2,000880,潍柴重机,10.003290176391602,33.43,350427904,7589505924.0,15506466988.64,4.617269039154053,781336657,092500,092500,0,1/1,1,通用设备
3,002279,久其软件,10.046189308166504,9.53,219853965,7526101635.969999,8216831413.919999,2.921219825744629,513328961,092500,092500,0,1/1,1,软件开发
4,002931,锋龙股份,10.004012107849121,82.25,139598977,16553102678.0,17972106656.0,0.8433402180671692,1934079798,092500,092500,0,16/16,3,通用设备
5,301023,奕帆传动,20.0,55.92,187066156,2337795546.2400002,4371079068.0,8.001818656921387,207309643,092500,092500,0,1/1,1,电机
6,603078,江化微,10.016977310180664,25.92,32626930,9995717468.16,9995717468.16,0.32640907168388367,743197550,092503,092503,0,3/3,2,电子化学
7,002876,三利谱,10.011919021606445,27.69,131365827,4124409162.9,4814873767.08,3.185211658477783,167880593,093000,093000,0,1/1,1,光学光电
8,301031,中熔电气,20.0,143.4,676880160,9868455312.0,14099443632.0,6.865976810455322,373044488,093000,093000,0,1/1,1,电网设备
9,002809,红墙股份,10.0,13.31,346511840,1851666968.8,2816561217.03,18.832109451293945,120761550,093012,093142,2,2/2,2,化学制品
10,603608,天创时尚,10.050251007080078,10.95,155605985,4595901916.5,4595901938.4,3.415719985961914,132775320,093100,093109,1,1/1,1,纺织服装
11,002437,誉衡药业,10.031347274780273,3.51,657878832,7368291333.0,7834418729.28,8.981914520263672,157831713,093145,094815,1,1/1,1,化学制药
12,000048,京基智农,9.98810863494873,18.5,503740688,9737651675.0,9810221736.0,5.229052543640137,102648304,093151,095051,3,2/2,2,农牧饲渔
13,002498,汉缆股份,10.03787899017334,5.81,1645888528,19328684760.0,19328684760.0,8.601247787475586,309788438,093154,093154,0,4/4,4,电网设备
14,601616,广电电气,9.9277982711792,6.09,1684786512,5198882692.71,5198882650.08,33.916866302490234,123385464,093217,103014,2,4/4,4,电网设备
15,603023,威帝股份,10.09009075164795,6.11,387083568,3410097356.77,3410097362.88,11.467913627624512,107565939,093307,110543,1,1/1,1,汽车零部
