序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002358,森源电气,10.077519416809082,7.1,105236832,6601265484.2,6601274529.599999,1.5941917896270752,222886750,092500,092500,0,2/2,2,电网设备
2,002498,汉缆股份,10.091742515563965,4.8,129881794,15968620800.0,15968620800.0,0.813356339931488,381713246,092500,092500,0,2/2,2,电网设备
3,002931,锋龙股份,10.001618385314941,67.97,146703525,13679202298.16,14851843032.32,1.07245671749115,1993807714,092500,092500,0,30/15,1,通用设备
4,603286,日盈电子,9.998578071594238,77.34,202626836,8926183029.54,9079401303.54,2.2777037620544434,168368638,093026,093032,1,1/1,1,汽车零部
5,000987,越秀资本,10.0,10.34,718577696,51849156299.159996,51877150504.96,1.4042164087295532,472480892,093051,093051,0,1/1,1,多元金融
6,600785,新华百货,9.989372253417969,20.7,587505168,4670567496.0,4670567496.0,12.896435737609863,122677183,093107,094858,1,4/4,4,商业百货
7,601616,广电电气,10.043667793273926,5.04,636296992,4302523607.76,4302523572.4800005,15.000378608703613,113982573,093121,094121,4,2/2,2,电网设备
8,002636,金安国纪,9.989200592041016,20.37,576794096,14754305044.29,14829360000.0,3.965851068496704,362112377,093142,093857,1,3/2,1,电子元件
9,002969,嘉美包装,9.974424362182617,17.2,683551760,17182814482.399998,17288280582.399998,4.024554252624512,102484256,093145,093842,2,22/15,1,包装材料
10,601965,中国汽研,10.017472267150879,18.89,419541616,18859884183.03,18947706683.2,2.235983371734619,121019030,093214,093214,0,1/1,1,汽车服务
11,603926,铁流股份,10.027247428894043,20.19,213878017,4660631556.09,4738928376.09,4.618875026702881,52905976,093257,095203,2,1/1,1,汽车零部
12,605376,博迁新材,10.0,69.3,523162336,18128880000.0,18128880000.0,2.903677463531494,51864120,093321,094700,7,1/1,1,小金属
13,002339,积成电子,10.038609504699707,11.4,732846912,5458247085.6,5746651900.8,13.658994674682617,325425733,093442,094145,1,2/2,2,电网设备
14,600189,泉阳泉,10.040705680847168,8.11,241809875,5800254255.32,5800254222.879999,4.216360569000244,135940712,093453,093453,0,1/1,1,食品饮料
15,605222,起帆电缆,10.014947891235352,22.08,214345898,9116862227.519999,9116862382.08,2.389899969100952,63887221,093457,093627,1,4/2,1,电网设备
16,002270,华明装备,9.986458778381348,32.49,399696688,29117742069.690002,29118364025.760002,1.3968464136123657,281356772,093554,094442,2,1/1,1,电网设备
17,600671,天目药业,9.99456787109375,20.25,128282246,2464840793.25,2466022421.25,5.273719787597656,34042275,093609,094930,1,1/1,1,中药
18,002201,九鼎新材,9.982638359069824,12.67,784141664,7627636731.4,8256231160.8,10.540762901306152,438189492,093651,093724,1,4/2,1,玻璃玻纤
19,002606,大连电瓷,10.050762176513672,10.84,366722032,4565179876.2,4759553661.44,8.309741973876953,223145454,093824,093824,0,1/1,1,电网设备
20,688308,欧科亿,20.0,39.78,281231904,6316336344.24,6316336344.24,4.602160930633545,232683523,093911,093911,0,1/1,1,通用设备
21,601179,中国西电,10.038313865661621,14.36,4888897792,73607670574.72,73607670804.48,6.778653144836426,1638772878,094009,095021,1,1/1,1,电网设备
22,002995,天地在线,9.989142417907715,20.26,155485751,2277572634.0800004,3595227764.8,7.025481224060059,222881273,094154,094154,0,1/1,1,文化传媒
23,603239,浙江仙通,10.022371292114258,24.59,202483690,6657004800.0,6657004800.0,3.1162824630737305,143219537,094916,094916,0,1/1,1,汽车零部
24,300444,双杰电气,20.0,14.82,2160562240,9209840079.18,11835623804.16,25.07792854309082,661438207,095536,095536,0,1/1,1,电网设备
25,002591,恒大高新,9.943181991577148,7.74,129881217,1729986455.88,2323544037.12,7.713822364807129,209334492,095709,095709,0,1/1,1,互联网服
26,600163,中闽能源,9.9277982711792,6.09,383963888,11589246510.869999,11589246516.96,3.411008358001709,202549246,100312,100312,0,1/1,1,电力行业
27,002219,新里程,9.829059600830078,2.57,745319312,8409152360.4,8705571123.199999,9.145262718200684,253862207,100630,102224,1,5/3,1,医疗服务
28,600537,亿晶光电,10.035842895507812,3.07,772377696,3634005105.2599998,3634005123.68,22.952699661254883,2109090,101504,103516,5,1/1,1,光伏设备
29,600382,广东明珠,9.987030029296875,8.48,233732007,5888580594.72,5888580654.08,4.123459815979004,180728685,101842,101842,0,1/1,1,钢铁行业
30,002187,广百股份,9.951457023620605,9.06,553174496,6350105374.9800005,6350105438.400001,9.006871223449707,513448030,101903,101903,0,1/1,1,商业百货
31,605288,凯迪股份,10.001739501953125,126.48,243605283,8878758389.76,8938722557.76,2.8900392055511475,87327483,103447,103447,0,1/1,1,专用设备
32,002258,利尔化学,10.006715774536133,16.38,562669952,13090082651.099998,13111161860.16,4.460820198059082,182520669,103630,103630,0,1/1,1,农药兽药
33,000803,山高环能,10.059171676635742,9.3,228754220,4276026354.0000005,4336554288.0,5.613349914550781,387868404,103821,103821,0,1/1,1,综合行业
34,002426,胜利精密,10.049019813537598,4.49,1001694384,15277673510.59,15277790380.800001,6.897205829620361,1911715417,104057,104057,0,1/1,1,通用设备
